Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
CHG-0000109,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Hardware,John Cena,John Cena,Matrix,Service A,Closed,High,Critical,High,High,2025-01-04T00:36:30.000000,2025-01-04T08:36:30.000000,2025-01-04T19:36:30.000000,0,Saturday
CHG-0000110,Replace legacy switches with modern devices in Market Data Environment.,Complaint,Neo,Neo,Matrix,Service A,On Hold,Medium,High,High,High,2025-01-05T09:37:00.000000,,,0,Sunday
CHG-0000111,Grant access to crontab for ta2twga on twgmmp01.zit.commerzbank.com.,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,High,Medium,2025-01-05T12:00:15.000000,2025-01-05T18:00:15.000000,2025-01-06T04:00:15.000000,0,Sunday
CHG-0000112,Execute hardening measures for SQL server instances post security audit.,Access,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-05T02:32:04.000000,2025-01-05T05:32:04.000000,2025-01-05T08:32:04.000000,0,Sunday
CHG-0000113,Enable database backups at sv273046 for production environment.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-01-05T14:51:04.000000,2025-01-05T16:51:04.000000,2025-01-07T03:51:04.000000,0,Sunday
CHG-0000114,Emergency fall-back routing enabled for Redis cluster 6 under high throughput.,Failure,Thor,Thor,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-01-05T15:33:37.000000,2025-01-05T17:33:37.000000,2025-01-06T11:33:37.000000,0,Sunday
CHG-0000115,Restart tkmdbp01 of configuration change took longer than expected.,Data,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Low,Low,2025-01-05T06:39:38.000000,2025-01-05T14:39:38.000000,2025-01-06T09:39:38.000000,0,Sunday
CHG-0000116,Install system monitoring scripts on AWS-hosted general-purpose non-prod servers.,Access,Neo,Neo,Matrix,Service B,Closed,Medium,Medium,Low,Medium,2025-01-05T07:34:36.000000,2025-01-05T09:34:36.000000,2025-01-06T06:34:36.000000,0,Sunday
CHG-0000117,Install rsync on twgmmp01.,Access,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,Medium,Medium,2025-01-05T07:32:39.000000,2025-01-05T10:32:39.000000,2025-01-05T21:32:39.000000,0,Sunday
CHG-0000118,Certificate update for Palo Alto gatekeeping subnet for KL relocation network.,Failure,Loki,Loki,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-01-05T17:53:18.000000,2025-01-05T19:53:18.000000,2025-01-07T14:53:18.000000,0,Sunday
CHG-0000119,Grant access for backup recovery on production machine nodes in DR locations.,Network,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-01-05T13:47:05.000000,2025-01-05T17:47:05.000000,2025-01-06T02:47:05.000000,1,Sunday
CHG-0000120,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Network,Loki,Loki,Avengers,Service C,Closed,High,Low,Low,Low,2025-01-05T22:44:10.000000,2025-01-06T00:44:10.000000,2025-01-08T12:44:10.000000,0,Sunday
CHG-0000121,Replace legacy switches with modern devices in Market Data Environment.,Software,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Medium,Critical,High,High,2025-01-05T22:30:17.000000,2025-01-06T00:30:17.000000,2025-01-06T12:30:17.000000,0,Sunday
CHG-0000122,Increase VM capacity for ongoing AI processing workload.,Data,Thor,Thor,Avengers,Service B,Closed,High,Critical,Medium,Medium,2025-01-05T04:48:23.000000,2025-01-05T09:48:23.000000,2025-01-05T21:48:23.000000,1,Sunday
CHG-0000123,Case 65943239: Upgrade Ontap version to 9.14.1P12.,Facilities,Batman,Batman,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-01-05T15:08:59.000000,2025-01-05T23:08:59.000000,2025-01-08T03:08:59.000000,0,Sunday
CHG-0000124,Execute hardening measures for SQL server instances post security audit.,Failure,John Wick,John Wick,Matrix,Service A,Closed,Medium,Medium,Low,Medium,2025-01-05T09:21:26.000000,2025-01-05T13:21:26.000000,2025-01-06T04:21:26.000000,0,Sunday
CHG-0000125,VUL-NET: Critical Juniper network patch for external office gateways.,Access,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,Low,2025-01-05T01:49:26.000000,2025-01-05T04:49:26.000000,2025-01-06T02:49:26.000000,0,Sunday
CHG-0000126,Switchport configuration for targeted hosts to enhance authentication mechanisms.,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Critical,High,High,2025-01-05T19:08:06.000000,2025-01-06T00:08:06.000000,2025-01-06T01:08:06.000000,0,Sunday
CHG-0000127,Case 65943239: Upgrade Ontap version to 9.14.1P12.,Facilities,Captain America,Captain America,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-01-05T01:14:44.000000,2025-01-05T05:14:44.000000,2025-01-06T04:14:44.000000,0,Sunday
CHG-0000128,Install httpd-tools on twgmmp01.zit.commerzbank.com.,Access,Spiderman,Spiderman,Avengers II,Service B,New,Low,Critical,High,High,2025-01-05T14:26:45.000000,,,0,Sunday
CHG-0000129,Grant access for backup recovery on production machine nodes in DR locations.,Hardware,Neo,Neo,Matrix,Service C,Closed,Medium,High,High,Medium,2025-01-05T05:56:52.000000,2025-01-05T07:56:52.000000,2025-01-05T15:56:52.000000,0,Sunday
CHG-0000130,Restart tkmweb database servers after container update failure response.,Complaint,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-01-05T23:10:05.000000,2025-01-06T03:10:05.000000,2025-01-06T05:10:05.000000,1,Sunday
CHG-0000131,Test external web proxy configurations on development servers.,Access,Thor,Thor,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-01-05T21:10:36.000000,2025-01-06T04:10:36.000000,2025-01-06T17:10:36.000000,0,Sunday
CHG-0000132,Install Redis cluster monitoring tools in shard servers.,Facilities,Loki,Loki,Avengers,Service B,Closed,High,Critical,High,High,2025-01-05T07:16:15.000000,2025-01-05T15:16:15.000000,2025-01-06T00:16:15.000000,0,Sunday
CHG-0000133,Patch remote job runner script dependencies for IMK analytics platform.,Network,Doctor Strange,Doctor Strange,Avengers II,Service A,In Progress,Low,Medium,Low,Medium,2025-01-05T22:45:37.000000,2025-01-06T01:45:37.000000,,0,Sunday
CHG-0000134,Install httpd-tools on twgmmp01.zit.commerzbank.com.,Software,Thor,Thor,Avengers,Service A,Closed,High,High,Medium,Medium,2025-01-05T00:32:59.000000,2025-01-05T02:32:59.000000,2025-01-05T16:32:59.000000,0,Sunday
CHG-0000135,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Software,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-01-05T06:22:55.000000,2025-01-05T14:22:55.000000,2025-01-06T19:22:55.000000,0,Sunday
CHG-0000136,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Critical,High,Medium,2025-01-05T10:58:13.000000,2025-01-05T16:58:13.000000,2025-01-05T23:58:13.000000,0,Sunday
CHG-0000137,Adjust Volume changes incompatible fixes mid-stage (handling-/handoff migration).,Data,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,High,2025-01-05T06:35:23.000000,2025-01-05T08:35:23.000000,2025-01-05T23:35:23.000000,0,Sunday
CHG-0000138,Restart tkmdbp01 of configuration change took longer than expected.,Data,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-01-06T13:52:46.000000,2025-01-06T19:52:46.000000,2025-01-07T06:52:46.000000,0,Monday
CHG-0000139,Database configuration check for performance improvements in PROD systems.,Data,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-01-06T08:28:36.000000,2025-01-06T16:28:36.000000,2025-01-06T23:28:36.000000,0,Monday
CHG-0000140,Adjust Volume changes incompatible fixes mid-stage (handling-/handoff migration).,Software,John Wick,John Wick,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-01-06T15:04:43.000000,2025-01-06T20:04:43.000000,2025-01-08T04:04:43.000000,0,Monday
CHG-0000141,Install httpd-tools on twgmmp01.zit.commerzbank.com.,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,High,Medium,High,2025-01-06T20:36:31.000000,2025-01-06T22:36:31.000000,2025-01-07T05:36:31.000000,0,Monday
CHG-0000142,Certificate renewal Digital Banking on PROD environment 2026.,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,On Hold,High,Medium,Low,Medium,2025-01-06T10:44:21.000000,,,0,Monday
CHG-0000143,Enable additional remote IPV6 routing for Japanese production systems.,Software,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-01-06T03:58:48.000000,2025-01-06T08:58:48.000000,2025-01-06T11:58:48.000000,0,Monday
CHG-0000144,Certificate renewal Digital Banking on PROD environment 2026.,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,Medium,2025-01-06T22:34:31.000000,2025-01-07T05:34:31.000000,2025-01-08T00:34:31.000000,0,Monday
CHG-0000145,Install Redis cluster monitoring tools in shard servers.,Facilities,John Cena,John Cena,Matrix,Service A,Closed,Low,High,High,High,2025-01-06T08:56:47.000000,2025-01-06T15:56:47.000000,2025-01-07T05:56:47.000000,0,Monday
CHG-0000146,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Network,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-01-06T07:17:28.000000,2025-01-06T14:17:28.000000,2025-01-08T01:17:28.000000,0,Monday
CHG-0000147,Enable database backups at sv273046 for production environment.,Access,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Low,Medium,Medium,Low,2025-01-06T15:22:46.000000,2025-01-06T17:22:46.000000,2025-01-07T15:22:46.000000,1,Monday
CHG-0000148,Initiate scheduled SAN Storage Array node reboot to resolve high uptime issue.,Failure,Captain America,Captain America,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-01-06T09:02:25.000000,2025-01-06T14:02:25.000000,2025-01-07T17:02:25.000000,0,Monday
CHG-0000149,Execute systemctl daemon-reload on CSO VM (PROD).,Hardware,John Cena,John Cena,Matrix,Service C,In Progress,Medium,Low,Low,Low,2025-01-06T15:26:05.000000,2025-01-06T18:26:05.000000,,0,Monday
CHG-0000150,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Access,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,Medium,2025-01-06T02:25:24.000000,2025-01-06T10:25:24.000000,2025-01-06T13:25:24.000000,0,Monday
CHG-0000151,UC4 Agent Installation on gcetcami001.,Network,Shang Chi,Shang Chi,Avengers II,Service C,In Progress,Low,High,High,Medium,2025-01-06T00:40:29.000000,2025-01-06T05:40:29.000000,,0,Monday
CHG-0000152,Initiate scheduled SAN Storage Array node reboot to resolve high uptime issue.,Facilities,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,High,High,2025-01-06T06:24:47.000000,2025-01-06T12:24:47.000000,2025-01-07T06:24:47.000000,0,Monday
CHG-0000153,Install Redis cluster monitoring tools in shard servers.,Failure,Neo,Neo,Matrix,Service C,Closed,Medium,High,High,Low,2025-01-06T00:52:52.000000,2025-01-06T03:52:52.000000,2025-01-06T09:52:52.000000,0,Monday
CHG-0000154,Certificate adjustments for new virtual database pipelines.,Data,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,High,2025-01-06T09:31:28.000000,2025-01-06T16:31:28.000000,2025-01-07T01:31:28.000000,0,Monday
CHG-0000155,Emergency fall-back routing enabled for Redis cluster 6 under high throughput.,Network,Batman,Batman,Matrix,Service A,Closed,Low,Low,Low,Low,2025-01-06T01:01:34.000000,2025-01-06T05:01:34.000000,2025-01-08T20:01:34.000000,0,Monday
CHG-0000156,Certificate renewal for cloud-hosted services 2026.,Failure,Hulk,Hulk,Avengers,Service A,In Progress,Low,Medium,Medium,Medium,2025-01-06T20:30:56.000000,2025-01-07T00:30:56.000000,,0,Monday
CHG-0000157,Enable database backups at sv273046 for production environment.,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Critical,High,High,2025-01-06T03:34:12.000000,2025-01-06T05:34:12.000000,2025-01-06T16:34:12.000000,0,Monday
CHG-0000158,Update IDRAC board for core cluster PROD servers.,Software,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-01-06T21:33:08.000000,2025-01-07T03:33:08.000000,2025-01-07T20:33:08.000000,0,Monday
CHG-0000159,Expand edge metrics transitioning through Palo FLEX Zeon tiers vs EU roots.,Complaint,Loki,Loki,Avengers,Service B,Closed,High,Critical,High,High,2025-01-06T07:09:31.000000,2025-01-06T09:09:31.000000,2025-01-06T10:09:31.000000,0,Monday
CHG-0000160,Install rsync on twgmmp01.,Access,Captain America,Captain America,Avengers,Service B,Closed,Medium,High,High,Medium,2025-01-06T13:01:13.000000,2025-01-06T15:01:13.000000,2025-01-07T02:01:13.000000,1,Monday
CHG-0000161,ACI switchports configuration for work orders #REQ0155328 #REQ0147118 #REQ0152855.,Network,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Critical,Medium,High,2025-01-06T20:46:09.000000,2025-01-07T00:46:09.000000,2025-01-07T09:46:09.000000,0,Monday
CHG-0000162,Restart tkmweb database servers after container update failure response.,Access,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,High,2025-01-06T09:07:03.000000,2025-01-06T17:07:03.000000,2025-01-07T02:07:03.000000,1,Monday
CHG-0000163,TAPs installation in IMK productive connections for work order #REQ0157356.,Hardware,Batman,Batman,Matrix,Service A,Closed,Low,Low,Low,Low,2025-01-06T03:34:21.000000,2025-01-06T09:34:21.000000,2025-01-09T03:34:21.000000,0,Monday
CHG-0000164,"Remote board SSL Cert renewal for ressgpe0 , ressgpe1 , secsgpe0 & secsgpe1.",Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-01-06T05:08:37.000000,2025-01-06T07:08:37.000000,2025-01-07T09:08:37.000000,0,Monday
CHG-0000165,Increase VM capacity for ongoing AI processing workload.,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,High,High,Medium,2025-01-06T10:26:40.000000,2025-01-06T18:26:40.000000,2025-01-07T05:26:40.000000,0,Monday
CHG-0000166,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Data,Iron Man,Iron Man,Avengers,Service C,New,Low,High,Medium,Medium,2025-01-06T00:06:45.000000,,,0,Monday
CHG-0000167,Grant access for backup recovery on production machine nodes in DR locations.,Hardware,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-01-06T18:50:24.000000,2025-01-06T21:50:24.000000,2025-01-08T02:50:24.000000,0,Monday
CHG-0000168,TAPs installation in IMK productive connections for work order #REQ0157356.,Facilities,Loki,Loki,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-01-06T01:34:14.000000,2025-01-06T07:34:14.000000,2025-01-06T22:34:14.000000,1,Monday
CHG-0000169,Initiate scheduled SAN Storage Array node reboot to resolve high uptime issue.,Facilities,Batman,Batman,Matrix,Service A,Closed,Low,Low,Low,Low,2025-01-06T16:42:01.000000,2025-01-07T00:42:01.000000,2025-01-08T21:42:01.000000,0,Monday
CHG-0000170,Update IDRAC board for core cluster PROD servers.,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-01-06T08:04:33.000000,2025-01-06T12:04:33.000000,2025-01-07T13:04:33.000000,0,Monday
CHG-0000171,Configuration changes for monitoring processors on Redis prototype servers.,Complaint,Captain America,Captain America,Avengers,Service B,Closed,High,High,High,High,2025-01-06T03:34:22.000000,2025-01-06T06:34:22.000000,2025-01-06T16:34:22.000000,0,Monday
CHG-0000172,"Remote board SSL Cert renewal for ressgpe0 , ressgpe1 , secsgpe0 & secsgpe1.",Network,Loki,Loki,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-01-06T06:11:31.000000,2025-01-06T13:11:31.000000,2025-01-07T03:11:31.000000,0,Monday
CHG-0000173,Provision new storage array in EU data center for increased redundancy.,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,In Progress,Medium,Critical,High,High,2025-01-06T02:35:56.000000,2025-01-06T05:35:56.000000,,0,Monday
CHG-0000174,Updating the IDRAC remote board Firmware and BIOS for secffme2.,Data,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-01-06T22:51:02.000000,2025-01-07T05:51:02.000000,2025-01-07T12:51:02.000000,0,Monday
CHG-0000175,Execute hardening measures for SQL server instances post security audit.,Software,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,Medium,High,2025-01-06T09:17:53.000000,2025-01-06T12:17:53.000000,2025-01-06T16:17:53.000000,0,Monday
CHG-0000176,Certificate adjustments for new virtual database pipelines.,Software,Loki,Loki,Avengers,Service A,In Progress,Medium,Low,Low,Low,2025-01-07T19:05:28.000000,2025-01-08T01:05:28.000000,,0,Tuesday
CHG-0000177,Request for temporary access rights on Finance application Web UI.,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Medium,Low,Medium,2025-01-07T20:26:13.000000,2025-01-07T23:26:13.000000,2025-01-09T09:26:13.000000,1,Tuesday
CHG-0000178,Patch network appliances for compliance with wireless protocols.,Software,Hulk,Hulk,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-01-07T10:27:40.000000,2025-01-07T14:27:40.000000,2025-01-09T11:27:40.000000,0,Tuesday
CHG-0000179,Complete SSL foundation checks for project-focused data endpoints.,Network,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,High,Medium,2025-01-07T19:32:37.000000,2025-01-07T22:32:37.000000,2025-01-08T07:32:37.000000,0,Tuesday
CHG-0000180,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Critical,Medium,Medium,2025-01-07T14:54:05.000000,2025-01-07T21:54:05.000000,2025-01-08T04:54:05.000000,0,Tuesday
CHG-0000181,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-01-07T16:23:17.000000,2025-01-07T23:23:17.000000,2025-01-09T06:23:17.000000,0,Tuesday
CHG-0000182,UC4 Agent Installation on gcetcami001.,Hardware,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-01-07T09:49:37.000000,2025-01-07T17:49:37.000000,2025-01-08T00:49:37.000000,0,Tuesday
CHG-0000183,Patch remote job runner script dependencies for IMK analytics platform.,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Low,Low,Low,2025-01-07T16:08:19.000000,2025-01-08T00:08:19.000000,2025-01-09T01:08:19.000000,0,Tuesday
CHG-0000184,Firewall optimization for edge routing performance post DR testing.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Critical,High,Medium,2025-01-07T13:44:43.000000,2025-01-07T17:44:43.000000,2025-01-07T18:44:43.000000,0,Tuesday
CHG-0000185,Firewall optimization for edge routing performance post DR testing.,Software,John Cena,John Cena,Matrix,Service A,New,High,Medium,Medium,Medium,2025-01-07T20:39:10.000000,,,0,Tuesday
CHG-0000186,Certificate renewal for Avatar PROD environment 2026 - (VAA-Threat Application).,Software,Thor,Thor,Avengers,Service A,New,Low,Critical,High,Medium,2025-01-07T05:30:46.000000,,,0,Tuesday
CHG-0000187,Firewall subnet allocation and access provisioning for KL office gateway.,Data,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Medium,Low,Medium,2025-01-07T05:41:50.000000,2025-01-07T11:41:50.000000,2025-01-08T09:41:50.000000,0,Tuesday
CHG-0000188,Configuration changes for monitoring processors on Redis prototype servers.,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-01-07T08:20:40.000000,2025-01-07T13:20:40.000000,2025-01-08T23:20:40.000000,0,Tuesday
CHG-0000189,Patch remote job runner script dependencies for IMK analytics platform.,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,High,High,High,2025-01-07T12:38:45.000000,2025-01-07T14:38:45.000000,2025-01-08T00:38:45.000000,0,Tuesday
CHG-0000190,"Server BIOS updates across remote virtual VM hosts (RESFFM01, SECFFM01).",Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Critical,High,High,2025-01-07T16:04:15.000000,2025-01-07T21:04:15.000000,2025-01-08T09:04:15.000000,0,Tuesday
CHG-0000191,Firewall configuration changes for disaster recovery validation testing.,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Low,Low,Low,2025-01-07T08:15:04.000000,2025-01-07T10:15:04.000000,2025-01-09T11:15:04.000000,1,Tuesday
CHG-0000192,Database configuration check for performance improvements in PROD systems.,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Medium,Low,Medium,2025-01-07T14:19:09.000000,2025-01-07T21:19:09.000000,2025-01-08T16:19:09.000000,0,Tuesday
CHG-0000193,Updating the IDRAC remote board Firmware and BIOS for timffm21.,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,In Progress,Medium,Low,Low,Low,2025-01-07T13:51:13.000000,2025-01-07T18:51:13.000000,,0,Tuesday
CHG-0000194,Expand edge metrics transitioning through Palo FLEX Zeon tiers vs EU roots.,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-01-07T07:12:28.000000,2025-01-07T13:12:28.000000,2025-01-08T02:12:28.000000,0,Tuesday
CHG-0000195,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-01-07T07:53:33.000000,2025-01-07T13:53:33.000000,2025-01-07T16:53:33.000000,0,Tuesday
CHG-0000196,Restart tkmweb database servers after container update failure response.,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-01-07T20:45:44.000000,2025-01-07T22:45:44.000000,2025-01-09T15:45:44.000000,0,Tuesday
CHG-0000197,Updating the IDRAC remote board Firmware and BIOS for sonklb31.,Software,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-01-07T18:50:58.000000,2025-01-08T00:50:58.000000,2025-01-08T06:50:58.000000,1,Tuesday
CHG-0000198,Install system monitoring scripts on AWS-hosted general-purpose non-prod servers.,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-01-07T15:38:55.000000,2025-01-07T23:38:55.000000,2025-01-09T11:38:55.000000,0,Tuesday
