Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-1323,Disk space alert: System logs consuming 98% of allocated storage on SV370920:DataStore01.,Data,Thor,Thor,Avengers,Service A,In Progress,High,High,High,Medium,2025-03-27T18:41:09.000000,2025-03-27T21:41:09.000000,,0,2,Thursday,1
CR-1324,Google cloud API gateway throttling unauthorized requests—Downtime logged for related components.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-03-27T14:28:44.000000,2025-03-27T21:28:44.000000,2025-03-28T03:28:44.000000,0,3,Thursday,1
CR-1325,Root cause analysis and follow-up to PRB0058244 - Internal proxy overload impacting corporate web traffic.,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,On Hold,Medium,Critical,High,Medium,2025-03-27T22:18:22.000000,,,1,3,Thursday,0
CR-1326,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Network,John Wick,John Wick,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-03-27T19:34:17.000000,2025-03-28T03:34:17.000000,2025-03-29T04:34:17.000000,1,2,Thursday,0
CR-1327,VulMgt: Fortinet / Critical Vulnerability in FortiOS SSL VPN CVE-2025-50987 / PSIRT Dec.2025.,Hardware,Neo,Neo,Matrix,Service A,Closed,High,High,Medium,High,2025-03-27T15:04:28.000000,2025-03-27T18:04:28.000000,2025-03-28T09:04:28.000000,0,3,Thursday,1
CR-1328,Authentication handshake failure detected on TLS-enabled external endpoints.,Failure,Iron Man,Iron Man,Avengers,Service C,New,Medium,Critical,High,High,2025-03-27T08:07:23.000000,,,0,5,Thursday,1
CR-1329,No access to intranet resources due to SSL certificate expiration.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,High,High,Low,2025-03-27T02:33:53.000000,2025-03-27T07:33:53.000000,2025-03-27T13:33:53.000000,1,2,Thursday,0
CR-1330,Users experiencing degraded download speeds when accessing European endpoints during peak hours.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Medium,Low,Medium,2025-03-27T06:31:35.000000,2025-03-27T09:31:35.000000,2025-03-28T16:31:35.000000,0,2,Thursday,1
CR-1331,"Disk utilization warning: SV374586 storage volume at 96.43%, impacting backup ingestion tasks.",Facilities,Hulk,Hulk,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-03-28T08:22:35.000000,2025-03-28T12:22:35.000000,2025-03-29T15:22:35.000000,0,1,Friday,1
CR-1332,Remote Desktop connection errors persist for users accessing VNEDS0043Azure gateways.,Failure,Captain America,Captain America,Avengers,Service A,On Hold,High,High,Medium,High,2025-03-28T21:25:39.000000,,,0,3,Friday,1
CR-1333,CERT Alert: RTSMNL2K21 flagged compromised—segmentation plan initiated.,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-03-28T23:19:44.000000,2025-03-29T07:19:44.000000,2025-03-31T14:19:44.000000,0,1,Friday,1
CR-1334,Disk space alert: System logs consuming 98% of allocated storage on SV370920:DataStore01.,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Medium,Medium,Low,2025-03-28T21:14:28.000000,2025-03-29T04:14:28.000000,2025-03-29T18:14:28.000000,0,2,Friday,1
CR-1335,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Hardware,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-03-28T00:22:53.000000,2025-03-28T07:22:53.000000,2025-03-29T03:22:53.000000,0,2,Friday,1
CR-1336,High data latency observed on virtualized analytics server cluster NODE903-TGX-BI1.,Complaint,Hulk,Hulk,Avengers,Service B,Closed,Low,High,High,High,2025-03-28T03:40:07.000000,2025-03-28T07:40:07.000000,2025-03-29T03:40:07.000000,0,2,Friday,1
CR-1337,Prepare phase of Ubuntu upgrade failed on cntrprd03 and cntrprd04 due to package dependency conflicts.,Failure,Batman,Batman,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-03-28T22:44:43.000000,2025-03-29T01:44:43.000000,2025-03-29T19:44:43.000000,0,2,Friday,1
CR-1338,Unplanned downtime on Azure-hosted MySQL instance during automated patching (PROD environment).,Data,Captain America,Captain America,Avengers,Service B,Closed,Medium,High,High,Medium,2025-03-28T05:36:10.000000,2025-03-28T12:36:10.000000,2025-03-29T04:36:10.000000,0,3,Friday,1
CR-1339,No access to intranet resources due to SSL certificate expiration.,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,New,Medium,Medium,Medium,Medium,2025-03-28T18:41:06.000000,,,0,1,Friday,1
CR-1340,Disk space alert: System logs consuming 98% of allocated storage on SV370920:DataStore01.,Access,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-03-28T04:47:17.000000,2025-03-28T06:47:17.000000,2025-03-28T08:47:17.000000,0,5,Friday,1
CR-1341,"Disk utilization warning: SV374586 storage volume at 96.43%, impacting backup ingestion tasks.",Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,High,High,High,2025-03-28T18:16:06.000000,2025-03-29T02:16:06.000000,2025-03-29T12:16:06.000000,0,2,Friday,1
CR-1342,Unexpected outage of financial ERP system after deployment of malformed SQL script.,Failure,Shang Chi,Shang Chi,Avengers II,Service B,On Hold,High,Medium,Medium,Medium,2025-03-28T10:05:19.000000,,,1,1,Friday,0
CR-1343,Incident INC0247193: VPN connectivity issues reported in APAC region during DR failover.,Failure,Thor,Thor,Avengers,Service C,Closed,High,Critical,Medium,High,2025-03-29T05:41:00.000000,2025-03-29T08:41:00.000000,2025-03-29T18:41:00.000000,0,3,Saturday,1
CR-1344,VulMgt: Critical / Apache HTTP Server Path Traversal Vulnerability CVE-2025-40513 PSIRT Oct.2025.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Low,High,Medium,Medium,2025-03-29T06:58:15.000000,2025-03-29T12:58:15.000000,2025-03-29T22:58:15.000000,0,2,Saturday,1
CR-1345,VulMgt: High / VMware ESXi Privilege Escalation Vulnerability CVE-2025-30472 PSIRT Nov.2025.,Network,John Wick,John Wick,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-03-29T15:43:23.000000,2025-03-29T19:43:23.000000,2025-03-30T14:43:23.000000,0,2,Saturday,1
CR-1346,VulMgt: High / VMware ESXi Privilege Escalation Vulnerability CVE-2025-30472 PSIRT Nov.2025.,Network,John Wick,John Wick,Matrix,Service B,Closed,Low,Medium,Low,Medium,2025-03-29T23:36:41.000000,2025-03-30T06:36:41.000000,2025-03-30T21:36:41.000000,0,1,Saturday,1
CR-1347,pm05019343 from legacy ticketing system: SLA violation mismanagement documented Apr-2025 breach.,Failure,Captain America,Captain America,Avengers,Service C,Closed,Low,Low,Low,Low,2025-03-29T22:20:13.000000,2025-03-30T05:20:13.000000,2025-04-02T04:20:13.000000,0,1,Saturday,1
CR-1348,Remote Desktop connection errors persist for users accessing VNEDS0043Azure gateways.,Network,Iron Man,Iron Man,Avengers,Service A,On Hold,High,Critical,High,High,2025-03-29T06:33:49.000000,,,1,5,Saturday,0
CR-1349,Disconnected VM workloads following Datacenter failover actions during change CHG0543871.,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-03-29T05:43:57.000000,2025-03-29T12:43:57.000000,2025-03-30T21:43:57.000000,0,2,Saturday,1
CR-1350,Failed database connection for sv281432 due to excessive transaction log growth.,Complaint,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-03-29T20:39:32.000000,2025-03-29T23:39:32.000000,2025-03-30T07:39:32.000000,0,4,Saturday,1
CR-1351,Issue with payment gateway APIs intermittently showing 503 error for e-commerce customers.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,On Hold,High,High,High,High,2025-03-29T22:46:43.000000,,,0,3,Saturday,1
CR-1352,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Network,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-03-29T03:18:53.000000,2025-03-29T10:18:53.000000,2025-03-30T06:18:53.000000,0,1,Saturday,1
CR-1353,Users experiencing degraded download speeds when accessing European endpoints during peak hours.,Hardware,John Wick,John Wick,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-03-30T22:22:45.000000,2025-03-31T00:22:45.000000,2025-04-01T04:22:45.000000,0,1,Sunday,1
CR-1354,Unable to allocate memory in service container for Redis instances 145323-dbprd01 and 145323-dbprd02.,Software,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,High,2025-03-30T16:25:54.000000,2025-03-30T22:25:54.000000,2025-03-31T18:25:54.000000,0,3,Sunday,1
CR-1355,Failed database connection for sv281432 due to excessive transaction log growth.,Access,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-03-30T14:01:26.000000,2025-03-30T21:01:26.000000,2025-04-01T05:01:26.000000,0,2,Sunday,1
CR-1356,pm05019343 from legacy ticketing system: SLA violation mismanagement documented Apr-2025 breach.,Network,Thor,Thor,Avengers,Service B,On Hold,Medium,Critical,High,High,2025-03-30T12:54:48.000000,,,0,4,Sunday,1
CR-1357,Frequent HTTP error 502 bad gateway observed on public-facing APIs.,Hardware,John Wick,John Wick,Matrix,Service B,Closed,Low,Medium,Low,Medium,2025-03-30T18:30:09.000000,2025-03-30T23:30:09.000000,2025-03-31T18:30:09.000000,0,2,Sunday,1
CR-1358,"Storage volume SV247890 nearing capacity (94% full), affecting batch process schedules.",Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Critical,High,High,2025-03-31T13:11:03.000000,2025-03-31T19:11:03.000000,2025-03-31T22:11:03.000000,0,4,Monday,1
CR-1359,Remote Desktop connection errors persist for users accessing VNEDS0043Azure gateways.,Software,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,High,Medium,High,2025-03-31T19:45:45.000000,2025-03-31T21:45:45.000000,2025-04-01T10:45:45.000000,0,2,Monday,1
CR-1360,Multiple database query timeouts observed on MSDC_TXX_PROD instance following high I/O read spikes.,Complaint,Spiderman,Spiderman,Avengers II,Service B,On Hold,High,Medium,Medium,Medium,2025-03-31T15:53:03.000000,,,0,1,Monday,1
CR-1361,Unexpected outage of financial ERP system after deployment of malformed SQL script.,Facilities,Neo,Neo,Matrix,Service B,Closed,Medium,Critical,High,High,2025-03-31T10:55:58.000000,2025-03-31T14:55:58.000000,2025-03-31T18:55:58.000000,0,3,Monday,1
CR-1362,Root cause analysis and resolution plan for service degradation during Kubernetes failover (LND-Cluster3).,Facilities,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-03-31T19:07:52.000000,2025-04-01T03:07:52.000000,2025-04-01T13:07:52.000000,0,3,Monday,1
CR-1363,VulMgt: Fortinet / Critical Vulnerability in FortiOS SSL VPN CVE-2025-50987 / PSIRT Dec.2025.,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,High,High,High,2025-03-31T14:32:27.000000,2025-03-31T20:32:27.000000,2025-04-01T10:32:27.000000,0,3,Monday,1
CR-1364,Multiple database query timeouts observed on MSDC_TXX_PROD instance following high I/O read spikes.,Software,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-03-31T20:45:44.000000,2025-03-31T23:45:44.000000,2025-04-01T22:45:44.000000,0,2,Monday,1
CR-1365,Google cloud API gateway throttling unauthorized requests—Downtime logged for related components.,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,On Hold,High,High,High,Low,2025-03-31T20:55:17.000000,,,0,2,Monday,1
CR-1366,Root cause analysis and follow-up to PRB0058244 - Internal proxy overload impacting corporate web traffic.,Network,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-03-31T00:25:00.000000,2025-03-31T06:25:00.000000,2025-03-31T12:25:00.000000,1,4,Monday,0
CR-1367,Unreachable application server post firewall upgrade affecting REST API integrations.,Failure,Thor,Thor,Avengers,Service A,Closed,Low,Medium,Low,Medium,2025-03-31T06:37:00.000000,2025-03-31T09:37:00.000000,2025-04-01T05:37:00.000000,0,2,Monday,1
CR-1368,Issue with payment gateway APIs intermittently showing 503 error for e-commerce customers.,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Critical,High,High,2025-03-31T19:13:08.000000,2025-04-01T01:13:08.000000,2025-04-01T06:13:08.000000,0,4,Monday,1
CR-1369,CERT Alert: RTSMNL2K21 flagged compromised—segmentation plan initiated.,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,High,High,High,Medium,2025-03-31T23:53:52.000000,2025-04-01T02:53:52.000000,2025-04-01T21:53:52.000000,0,2,Monday,1
CR-1370,Unable to allocate memory in service container for Redis instances 145323-dbprd01 and 145323-dbprd02.,Network,Iron Man,Iron Man,Avengers,Service B,On Hold,High,High,Medium,Low,2025-03-31T13:37:33.000000,,,1,3,Monday,0
CR-1371,Authentication errors observed after applying policy updates on Cloud Proxy Gateway.,Access,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-03-31T07:33:18.000000,2025-03-31T12:33:18.000000,2025-04-01T13:33:18.000000,0,1,Monday,1
CR-1372,Multiple database query timeouts observed on MSDC_TXX_PROD instance following high I/O read spikes.,Complaint,Thor,Thor,Avengers,Service C,Closed,High,High,High,Medium,2025-03-31T22:00:04.000000,2025-04-01T04:00:04.000000,2025-04-01T16:00:04.000000,0,3,Monday,1
CR-1373,VulMgt: Critical / Apache HTTP Server Path Traversal Vulnerability CVE-2025-40513 PSIRT Oct.2025.,Facilities,Captain America,Captain America,Avengers,Service C,In Progress,Medium,Critical,High,High,2025-03-31T03:23:52.000000,2025-03-31T09:23:52.000000,,0,3,Monday,1
CR-1374,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Hardware,Spiderman,Spiderman,Avengers II,Service A,In Progress,Low,High,High,Medium,2025-03-31T09:27:00.000000,2025-03-31T12:27:00.000000,,1,3,Monday,0
CR-1375,Root cause analysis and resolution plan for service degradation during Kubernetes failover (LND-Cluster3).,Data,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,Medium,High,2025-03-31T15:22:57.000000,2025-03-31T18:22:57.000000,2025-04-01T05:22:57.000000,0,2,Monday,1
CR-1376,Disk space alert: System logs consuming 98% of allocated storage on SV370920:DataStore01.,Software,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-03-31T13:31:34.000000,2025-03-31T16:31:34.000000,2025-04-01T03:31:34.000000,0,4,Monday,1
CR-1377,Failed database connection for sv281432 due to excessive transaction log growth.,Data,John Cena,John Cena,Matrix,Service B,Closed,High,Critical,High,High,2025-03-31T21:20:18.000000,2025-03-31T23:20:18.000000,2025-04-01T04:20:18.000000,0,4,Monday,1
CR-1378,Authentication errors observed after applying policy updates on Cloud Proxy Gateway.,Failure,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,High,High,2025-03-31T07:45:57.000000,2025-03-31T14:45:57.000000,2025-04-01T00:45:57.000000,0,2,Monday,1
CR-1379,VulMgt: Fortinet / Critical Vulnerability in FortiOS SSL VPN CVE-2025-50987 / PSIRT Dec.2025.,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-03-31T05:20:21.000000,2025-03-31T11:20:21.000000,2025-04-01T21:20:21.000000,1,1,Monday,0
CR-1380,Issue with payment gateway APIs intermittently showing 503 error for e-commerce customers.,Failure,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,High,High,High,2025-03-31T22:58:09.000000,2025-04-01T03:58:09.000000,2025-04-01T09:58:09.000000,0,2,Monday,1
CR-1381,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Facilities,Hulk,Hulk,Avengers,Service B,Closed,Medium,Medium,Medium,Low,2025-03-31T22:27:02.000000,2025-04-01T05:27:02.000000,2025-04-02T05:27:02.000000,1,1,Monday,0
CR-1382,Unplanned downtime on Azure-hosted MySQL instance during automated patching (PROD environment).,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,On Hold,Medium,Critical,High,High,2025-03-31T08:52:23.000000,,,0,3,Monday,1
CR-1383,Internal SharePoint services intermittently unavailable due to high system memory utilization.,Software,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-04-01T11:29:55.000000,2025-04-01T17:29:55.000000,2025-04-01T23:29:55.000000,0,5,Tuesday,1
CR-1384,Critical issue: No connectivity to company-hosted Microsoft Teams instances (Germany Office Gateway).,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Medium,Low,Medium,2025-04-01T17:20:39.000000,2025-04-01T21:20:39.000000,2025-04-02T10:20:39.000000,0,1,Tuesday,1
CR-1385,Multiple database query timeouts observed on MSDC_TXX_PROD instance following high I/O read spikes.,Network,Hulk,Hulk,Avengers,Service C,Closed,Low,Low,Low,Low,2025-04-01T02:00:14.000000,2025-04-01T06:00:14.000000,2025-04-03T09:00:14.000000,0,0,Tuesday,1
CR-1386,VulMgt: Fortinet / Critical Vulnerability in FortiOS SSL VPN CVE-2025-50987 / PSIRT Dec.2025.,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Critical,High,High,2025-04-01T23:45:44.000000,2025-04-02T01:45:44.000000,2025-04-02T02:45:44.000000,0,3,Tuesday,1
CR-1387,Disconnected VM workloads following Datacenter failover actions during change CHG0543871.,Software,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-04-01T11:09:37.000000,2025-04-01T15:09:37.000000,2025-04-02T04:09:37.000000,0,2,Tuesday,1
CR-1388,High data latency observed on virtualized analytics server cluster NODE903-TGX-BI1.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-04-01T06:04:51.000000,2025-04-01T10:04:51.000000,2025-04-02T04:04:51.000000,0,2,Tuesday,1
CR-1389,pm05019343 from legacy ticketing system: SLA violation mismanagement documented Apr-2025 breach.,Hardware,John Wick,John Wick,Matrix,Service A,On Hold,Medium,High,High,Low,2025-04-01T01:12:28.000000,,,0,2,Tuesday,1
CR-1390,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Low,Low,2025-04-01T12:33:54.000000,2025-04-01T19:33:54.000000,2025-04-02T15:33:54.000000,0,2,Tuesday,1
CR-1391,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Facilities,John Cena,John Cena,Matrix,Service C,Closed,High,High,High,Low,2025-04-01T22:40:05.000000,2025-04-02T03:40:05.000000,2025-04-02T13:40:05.000000,0,2,Tuesday,1
CR-1392,pm05019343 from legacy ticketing system: SLA violation mismanagement documented Apr-2025 breach.,Software,Hulk,Hulk,Avengers,Service A,Closed,High,Low,Low,Low,2025-04-01T13:39:38.000000,2025-04-01T15:39:38.000000,2025-04-03T11:39:38.000000,0,0,Tuesday,1
CR-1393,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Complaint,Loki,Loki,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-04-01T09:11:19.000000,2025-04-01T16:11:19.000000,2025-04-03T15:11:19.000000,0,1,Tuesday,1
CR-1394,pm05019343 from legacy ticketing system: SLA violation mismanagement documented Apr-2025 breach.,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Medium,Low,Medium,2025-04-01T00:36:42.000000,2025-04-01T07:36:42.000000,2025-04-02T11:36:42.000000,0,2,Tuesday,1
CR-1395,No access to intranet resources due to SSL certificate expiration.,Software,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Critical,Medium,Medium,2025-04-01T18:42:05.000000,2025-04-01T20:42:05.000000,2025-04-02T03:42:05.000000,0,5,Tuesday,1
CR-1396,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Facilities,Neo,Neo,Matrix,Service C,Closed,Low,Low,Low,Low,2025-04-01T22:10:10.000000,2025-04-02T06:10:10.000000,2025-04-03T23:10:10.000000,0,0,Tuesday,1
CR-1397,"Storage volume SV247890 nearing capacity (94% full), affecting batch process schedules.",Software,Jack Sparrow,Jack Sparrow,Matrix,Service C,In Progress,Medium,Medium,Medium,Medium,2025-04-01T03:50:20.000000,2025-04-01T06:50:20.000000,,0,1,Tuesday,1
CR-1398,Issue with payment gateway APIs intermittently showing 503 error for e-commerce customers.,Software,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-04-01T07:48:44.000000,2025-04-01T11:48:44.000000,2025-04-01T13:48:44.000000,0,4,Tuesday,1
CR-1399,Unreachable application server post firewall upgrade affecting REST API integrations.,Failure,Hulk,Hulk,Avengers,Service B,Closed,Low,Medium,Low,Low,2025-04-01T16:17:19.000000,2025-04-01T20:17:19.000000,2025-04-02T13:17:19.000000,0,2,Tuesday,1
CR-1400,Communication breakdown between IMK and DCN locations due to routing rule misconfiguration.,Data,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,High,2025-04-01T18:04:47.000000,2025-04-02T02:04:47.000000,2025-04-02T04:04:47.000000,0,5,Tuesday,1
CR-1401,Root cause analysis and resolution plan for service degradation during Kubernetes failover (LND-Cluster3).,Hardware,Thor,Thor,Avengers,Service A,Closed,Medium,High,High,Medium,2025-04-01T20:10:59.000000,2025-04-02T02:10:59.000000,2025-04-03T01:10:59.000000,0,2,Tuesday,1
CR-1402,Policy misalignment: Users reporting unauthorized access to restricted financial systems.,Access,Batman,Batman,Matrix,Service B,Closed,Low,Medium,Low,Medium,2025-04-01T01:43:04.000000,2025-04-01T06:43:04.000000,2025-04-02T02:43:04.000000,0,2,Tuesday,1
CR-1403,"Storage volume SV247890 nearing capacity (94% full), affecting batch process schedules.",Hardware,Neo,Neo,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-04-02T02:38:34.000000,2025-04-02T10:38:34.000000,2025-04-03T09:38:34.000000,0,1,Wednesday,1
CR-1404,"Storage volume SV247890 nearing capacity (94% full), affecting batch process schedules.",Software,John Wick,John Wick,Matrix,Service A,Closed,Low,Low,Low,Low,2025-04-02T09:18:28.000000,2025-04-02T11:18:28.000000,2025-04-05T09:18:28.000000,0,0,Wednesday,1
CR-1405,Unplanned downtime on Azure-hosted MySQL instance during automated patching (PROD environment).,Access,Hulk,Hulk,Avengers,Service B,Closed,High,High,Medium,High,2025-04-02T07:50:05.000000,2025-04-02T09:50:05.000000,2025-04-03T04:50:05.000000,0,2,Wednesday,1
CR-1406,SV240611.ztd.icb.commerzbank.comPROMOSS_P2:MYSQL:ReplicationLag:DeltaTooHigh.,Software,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Critical,High,High,2025-04-02T07:04:15.000000,2025-04-02T15:04:15.000000,2025-04-02T17:04:15.000000,0,3,Wednesday,1
CR-1407,Unplanned downtime on Azure-hosted MySQL instance during automated patching (PROD environment).,Data,Loki,Loki,Avengers,Service A,New,Medium,High,High,Medium,2025-04-02T06:08:41.000000,,,0,3,Wednesday,1
CR-1408,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Failure,Spiderman,Spiderman,Avengers II,Service C,Closed,High,High,Medium,High,2025-04-02T03:05:05.000000,2025-04-02T07:05:05.000000,2025-04-02T20:05:05.000000,0,2,Wednesday,1
CR-1409,VulMgt: Fortinet / Critical Vulnerability in FortiOS SSL VPN CVE-2025-50987 / PSIRT Dec.2025.,Failure,Captain America,Captain America,Avengers,Service B,Closed,High,High,Medium,High,2025-04-02T10:15:43.000000,2025-04-02T15:15:43.000000,2025-04-03T06:15:43.000000,0,3,Wednesday,1
CR-1410,Unable to allocate memory in service container for Redis instances 145323-dbprd01 and 145323-dbprd02.,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service A,In Progress,High,Medium,Medium,Low,2025-04-02T13:27:58.000000,2025-04-02T15:27:58.000000,,0,1,Wednesday,1
CR-1411,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Complaint,Loki,Loki,Avengers,Service B,Closed,High,High,High,High,2025-04-02T11:37:05.000000,2025-04-02T17:37:05.000000,2025-04-03T07:37:05.000000,1,3,Wednesday,0
CR-1412,"Storage volume SV247890 nearing capacity (94% full), affecting batch process schedules.",Failure,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,High,High,High,2025-04-02T03:48:04.000000,2025-04-02T08:48:04.000000,2025-04-02T19:48:04.000000,0,3,Wednesday,1
CR-1413,VulMgt: High / VMware ESXi Privilege Escalation Vulnerability CVE-2025-30472 PSIRT Nov.2025.,Hardware,Loki,Loki,Avengers,Service B,Closed,High,Low,Low,Low,2025-04-02T20:49:41.000000,2025-04-03T04:49:41.000000,2025-04-05T08:49:41.000000,0,1,Wednesday,1
CR-1414,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Access,John Wick,John Wick,Matrix,Service C,Closed,Low,Low,Low,Low,2025-04-02T04:53:12.000000,2025-04-02T11:53:12.000000,2025-04-04T14:53:12.000000,0,1,Wednesday,1
CR-1415,Unreachable application server post firewall upgrade affecting REST API integrations.,Complaint,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-04-02T00:32:23.000000,2025-04-02T04:32:23.000000,2025-04-03T05:32:23.000000,0,2,Wednesday,1
CR-1416,Policy misalignment: Users reporting unauthorized access to restricted financial systems.,Network,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-04-02T21:02:02.000000,2025-04-03T05:02:02.000000,2025-04-03T12:02:02.000000,1,5,Wednesday,0
CR-1417,Remote Desktop connection errors persist for users accessing VNEDS0043Azure gateways.,Software,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Critical,High,High,2025-04-02T22:16:48.000000,2025-04-03T02:16:48.000000,2025-04-03T10:16:48.000000,1,3,Wednesday,0
CR-1418,VulMgt: High / VMware ESXi Privilege Escalation Vulnerability CVE-2025-30472 PSIRT Nov.2025.,Software,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-04-02T23:09:39.000000,2025-04-03T06:09:39.000000,2025-04-03T14:09:39.000000,0,3,Wednesday,1
CR-1419,VulMgt: Critical / Apache HTTP Server Path Traversal Vulnerability CVE-2025-40513 PSIRT Oct.2025.,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Low,Low,2025-04-02T14:32:45.000000,2025-04-02T18:32:45.000000,2025-04-03T16:32:45.000000,0,1,Wednesday,1
CR-1420,Authentication errors observed after applying policy updates on Cloud Proxy Gateway.,Access,Hulk,Hulk,Avengers,Service B,New,Medium,Low,Low,Low,2025-04-02T12:26:53.000000,,,0,0,Wednesday,1
CR-1421,Policy misalignment: Users reporting unauthorized access to restricted financial systems.,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Medium,Low,Medium,2025-04-02T07:13:24.000000,2025-04-02T12:13:24.000000,2025-04-03T15:13:24.000000,0,1,Wednesday,1
CR-1422,Incident INC0247193: VPN connectivity issues reported in APAC region during DR failover.,Hardware,Captain America,Captain America,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-04-03T18:05:07.000000,2025-04-04T00:05:07.000000,2025-04-04T14:05:07.000000,0,1,Thursday,1
CR-1423,Disconnected VM workloads following Datacenter failover actions during change CHG0543871.,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-04-03T20:56:57.000000,2025-04-03T22:56:57.000000,2025-04-05T02:56:57.000000,1,2,Thursday,0
