Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-9517,Incident flagged requiring multi-stage manual response process-layer specifics detailed high-priority assessment handling escalation batches linked matrix revisions queues overall.,Complaint,Hulk,Hulk,Avengers,Service A,On Hold,Medium,High,High,High,2025-04-16T23:43:09.000000,,,0,3,Wednesday,1
CR-9518,Workload forecasting triggered after peak hours response logs clustered anomalies.,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,New,Low,Medium,Medium,Medium,2025-04-16T06:44:13.000000,,,0,1,Wednesday,1
CR-9519,Critical security incident flagged during ongoing monitoring operations.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,High,Medium,2025-04-16T08:15:33.000000,2025-04-16T10:15:33.000000,2025-04-16T17:15:33.000000,0,3,Wednesday,1
CR-9520,Database rollback failed due to corrupted backup imports.,Facilities,Loki,Loki,Avengers,Service B,Closed,High,Low,Low,Low,2025-04-16T01:16:40.000000,2025-04-16T04:16:40.000000,2025-04-18T15:16:40.000000,0,1,Wednesday,1
CR-9521,Root server flagged down during workflow trigger scheduling.,Data,Thor,Thor,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-04-16T18:29:31.000000,2025-04-16T23:29:31.000000,2025-04-18T00:29:31.000000,0,2,Wednesday,1
CR-9522,Keylogger activity detected on privileged employee machine.,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-04-16T04:36:00.000000,2025-04-16T07:36:00.000000,2025-04-16T19:36:00.000000,0,2,Wednesday,1
CR-9523,DNS query failure: Incorrect configuration detected on the main server.,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,High,Medium,Low,2025-04-16T12:19:52.000000,2025-04-16T16:19:52.000000,2025-04-17T11:19:52.000000,0,3,Wednesday,1
CR-9524,System resource spike identified on analytics server logs.,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,On Hold,High,Critical,High,High,2025-04-16T03:18:37.000000,,,1,3,Wednesday,0
CR-9525,Malware protection disabled on user workstation.,Hardware,Neo,Neo,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-04-16T18:46:31.000000,2025-04-16T22:46:31.000000,2025-04-18T09:46:31.000000,0,2,Wednesday,1
CR-9526,Failed SSO validation from outdated authentication handshake.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Critical,High,High,2025-04-16T07:04:38.000000,2025-04-16T14:04:38.000000,2025-04-16T21:04:38.000000,0,3,Wednesday,1
CR-9527,DNS query failure: Incorrect configuration detected on the main server.,Complaint,Loki,Loki,Avengers,Service A,Closed,Medium,Critical,High,High,2025-04-16T15:17:22.000000,2025-04-16T17:17:22.000000,2025-04-17T05:17:22.000000,0,4,Wednesday,1
CR-9528,Critical alert: Database server overload detected.,Complaint,Loki,Loki,Avengers,Service A,Closed,Medium,Critical,High,Medium,2025-04-16T07:02:12.000000,2025-04-16T15:02:12.000000,2025-04-16T18:02:12.000000,0,3,Wednesday,1
CR-9529,Rogue access flagged on external production server.,Hardware,John Cena,John Cena,Matrix,Service B,Closed,Medium,Medium,Low,Medium,2025-04-16T20:29:44.000000,2025-04-16T23:29:44.000000,2025-04-18T11:29:44.000000,0,2,Wednesday,1
CR-9530,VPN tunnel flag uncovered during traffic multiplexer configuration checks.,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,Medium,High,2025-04-16T21:19:35.000000,2025-04-17T04:19:35.000000,2025-04-17T11:19:35.000000,0,2,Wednesday,1
CR-9531,Database rollback failed due to corrupted backup imports.,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,Medium,2025-04-16T14:40:03.000000,2025-04-16T19:40:03.000000,2025-04-17T13:40:03.000000,0,3,Wednesday,1
CR-9532,Incident flagged requiring multi-stage manual response process-layer specifics detailed high-priority assessment handling escalation batches linked matrix revisions queues overall.,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Low,Low,2025-04-16T21:08:25.000000,2025-04-17T03:08:25.000000,2025-04-17T23:08:25.000000,0,1,Wednesday,1
CR-9533,Sluggish database response due to backup corruption issues.,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Critical,High,High,2025-04-16T06:21:24.000000,2025-04-16T08:21:24.000000,2025-04-16T16:21:24.000000,1,4,Wednesday,0
CR-9534,Multiple hostname errors flagged due to mismatched entries in logs.,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,Medium,Medium,2025-04-17T04:41:03.000000,2025-04-17T09:41:03.000000,2025-04-18T04:41:03.000000,0,2,Thursday,1
CR-9535,Unscheduled system reboot interrupted high-priority processing.,Network,Batman,Batman,Matrix,Service C,Closed,Medium,High,Medium,Medium,2025-04-17T12:50:50.000000,2025-04-17T15:50:50.000000,2025-04-18T08:50:50.000000,0,3,Thursday,1
CR-9536,Support ticket volumes identified as increasing peak trends during morning hours.,Software,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-04-17T04:02:42.000000,2025-04-17T06:02:42.000000,2025-04-18T17:02:42.000000,0,1,Thursday,1
CR-9537,Suspicious activity flagged in privileged environment.,Network,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-04-17T08:49:41.000000,2025-04-17T16:49:41.000000,2025-04-18T00:49:41.000000,0,3,Thursday,1
CR-9538,Failed packet transmission in monitoring interfaces.,Failure,Thor,Thor,Avengers,Service A,Closed,Low,Critical,High,High,2025-04-17T22:59:14.000000,2025-04-18T01:59:14.000000,2025-04-18T07:59:14.000000,0,3,Thursday,1
CR-9539,Unexpected lockout flagged during Privileged Access re-validation.,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-04-17T11:48:13.000000,2025-04-17T14:48:13.000000,2025-04-18T22:48:13.000000,0,1,Thursday,1
CR-9540,JIRA system flagged as inaccessible due to SAML failure.,Failure,Neo,Neo,Matrix,Service A,Closed,High,Low,Low,Low,2025-04-17T17:50:08.000000,2025-04-17T19:50:08.000000,2025-04-19T23:50:08.000000,0,0,Thursday,1
CR-9541,Failed robot order execution due to unexpected timeout conditions.,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-04-17T12:12:31.000000,2025-04-17T18:12:31.000000,2025-04-18T11:12:31.000000,0,2,Thursday,1
CR-9542,Malware alert triggered during active scan.,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,Low,2025-04-17T06:10:35.000000,2025-04-17T14:10:35.000000,2025-04-19T02:10:35.000000,0,2,Thursday,1
CR-9543,Request errors logged during cloud synchronization monitoring stages flagged aggregations indicating fallback overload metric stages high-level.,Facilities,Thor,Thor,Avengers,Service A,Closed,High,High,High,Low,2025-04-17T12:33:12.000000,2025-04-17T19:33:12.000000,2025-04-18T12:33:12.000000,0,2,Thursday,1
CR-9544,Unexpected database schema changes caused request failures.,Complaint,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,High,2025-04-17T21:54:03.000000,2025-04-18T02:54:03.000000,2025-04-18T06:54:03.000000,0,5,Thursday,1
CR-9545,Security patch missing from production system; risk flagged.,Network,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-04-17T17:15:36.000000,2025-04-17T23:15:36.000000,2025-04-18T11:15:36.000000,0,1,Thursday,1
CR-9546,System-wide connectivity notice issued: Multi-site impacted change.,Software,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-17T00:33:47.000000,2025-04-17T05:33:47.000000,2025-04-17T13:33:47.000000,0,3,Thursday,1
CR-9547,Failed SSO validation from outdated authentication handshake.,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,Medium,High,2025-04-17T21:30:06.000000,2025-04-18T03:30:06.000000,2025-04-18T09:30:06.000000,1,3,Thursday,0
CR-9548,Support ticket volumes identified as increasing peak trends during morning hours.,Network,John Cena,John Cena,Matrix,Service C,Closed,High,High,High,High,2025-04-17T04:49:54.000000,2025-04-17T09:49:54.000000,2025-04-18T00:49:54.000000,1,2,Thursday,0
CR-9549,File permissions misconfigured; access denied on critical assets.,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,High,High,High,2025-04-17T09:55:22.000000,2025-04-17T16:55:22.000000,2025-04-17T23:55:22.000000,0,3,Thursday,1
CR-9550,Sluggish database response due to backup corruption issues.,Facilities,Neo,Neo,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-04-17T10:27:35.000000,2025-04-17T17:27:35.000000,2025-04-20T15:27:35.000000,0,1,Thursday,1
CR-9551,JIRA system flagged as inaccessible due to SAML failure.,Software,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,High,High,High,2025-04-17T07:51:13.000000,2025-04-17T15:51:13.000000,2025-04-17T23:51:13.000000,1,2,Thursday,0
CR-9552,Data threshold exceeded causing mainframe overload flag upstream details cluster pipeline inline faults matrix overview.,Network,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,High,2025-04-17T04:27:21.000000,2025-04-17T12:27:21.000000,2025-04-17T20:27:21.000000,0,5,Thursday,1
CR-9553,Workload forecasting triggered after peak hours response logs clustered anomalies.,Software,Jack Sparrow,Jack Sparrow,Matrix,Service A,New,Medium,Medium,Low,Medium,2025-04-17T21:02:44.000000,,,1,2,Thursday,0
CR-9554,Unauthorized access attempt detected on admin portal.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,High,High,High,2025-04-17T10:17:56.000000,2025-04-17T16:17:56.000000,2025-04-17T22:17:56.000000,0,2,Thursday,1
CR-9555,Memory allocation errors caused stoppage in workload scheduling.,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,High,High,Medium,2025-04-17T01:51:51.000000,2025-04-17T03:51:51.000000,2025-04-18T02:51:51.000000,0,2,Thursday,1
CR-9556,System-wide connectivity notice issued: Multi-site impacted change.,Facilities,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-04-17T17:06:22.000000,2025-04-17T20:06:22.000000,2025-04-18T16:06:22.000000,0,2,Thursday,1
CR-9557,SSL handshake timed out during multi-instance connection attempt.,Hardware,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,High,High,Medium,2025-04-17T02:29:12.000000,2025-04-17T09:29:12.000000,2025-04-17T22:29:12.000000,0,2,Thursday,1
CR-9558,Repeated failed ping attempts logged for external endpoint.,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Critical,High,Medium,2025-04-17T09:54:47.000000,2025-04-17T11:54:47.000000,2025-04-17T13:54:47.000000,0,5,Thursday,1
CR-9559,Keylogger activity detected on privileged employee machine.,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,High,High,High,2025-04-17T04:17:31.000000,2025-04-17T10:17:31.000000,2025-04-18T09:17:31.000000,1,3,Thursday,0
CR-9560,Firewall misconfiguration allowed unauthorized access.,Hardware,Loki,Loki,Avengers,Service B,Closed,Low,Low,Low,Low,2025-04-17T14:45:24.000000,2025-04-17T20:45:24.000000,2025-04-20T02:45:24.000000,0,0,Thursday,1
CR-9561,Security patch missing from production system; risk flagged.,Network,Captain America,Captain America,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-04-17T09:41:10.000000,2025-04-17T17:41:10.000000,2025-04-19T22:41:10.000000,0,0,Thursday,1
CR-9562,High file transfer identified; possible data exfiltration suspected.,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,In Progress,Low,Medium,Medium,Medium,2025-04-17T05:36:53.000000,2025-04-17T11:36:53.000000,,0,2,Thursday,1
CR-9563,Support ticket volumes identified as increasing peak trends during morning hours.,Complaint,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,Medium,High,2025-04-17T03:50:32.000000,2025-04-17T06:50:32.000000,2025-04-17T17:50:32.000000,0,4,Thursday,1
CR-9564,DDoS mitigation triggered during heavy external activity.,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Medium,Low,Medium,2025-04-17T12:57:13.000000,2025-04-17T18:57:13.000000,2025-04-18T14:57:13.000000,0,2,Thursday,1
CR-9565,Critical patch missing scheduled updates on key systems.,Facilities,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-17T06:04:44.000000,2025-04-17T10:04:44.000000,2025-04-17T22:04:44.000000,0,3,Thursday,1
CR-9566,Remote access termination due to suspicious session triggers.,Access,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-04-17T14:06:46.000000,2025-04-17T20:06:46.000000,2025-04-18T07:06:46.000000,0,3,Thursday,1
CR-9567,ARP spoofing detected during endpoint network scans.,Access,John Wick,John Wick,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-04-17T22:35:19.000000,2025-04-18T00:35:19.000000,2025-04-20T17:35:19.000000,0,1,Thursday,1
CR-9568,Malware alert triggered during active scan.,Data,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Critical,High,Medium,2025-04-17T17:19:06.000000,2025-04-18T00:19:06.000000,2025-04-18T12:19:06.000000,0,5,Thursday,1
CR-9569,System-wide connectivity notice issued: Multi-site impacted change.,Access,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-04-17T09:43:25.000000,2025-04-17T12:43:25.000000,2025-04-17T21:43:25.000000,0,4,Thursday,1
CR-9570,Spam detection flagged phishing email within response actions.,Facilities,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-04-17T19:07:21.000000,2025-04-17T21:07:21.000000,2025-04-18T20:07:21.000000,0,1,Thursday,1
CR-9571,Suspicious behavior flagged in user login analytics.,Data,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Low,Medium,2025-04-17T02:08:24.000000,2025-04-17T04:08:24.000000,2025-04-17T20:08:24.000000,0,1,Thursday,1
CR-9572,System configuration process flagged as misaligned during audit checks.,Data,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-17T23:43:22.000000,2025-04-18T03:43:22.000000,2025-04-18T08:43:22.000000,0,3,Thursday,1
CR-9573,Unexpected database schema changes caused request failures.,Failure,Captain America,Captain America,Avengers,Service A,Closed,High,Low,Low,Low,2025-04-17T04:55:26.000000,2025-04-17T06:55:26.000000,2025-04-18T23:55:26.000000,0,0,Thursday,1
CR-9574,Unexpected lockout flagged during Privileged Access re-validation.,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Low,Low,Low,2025-04-17T00:42:50.000000,2025-04-17T02:42:50.000000,2025-04-18T10:42:50.000000,1,1,Thursday,0
CR-9575,Performance slowdowns observed during API monitoring.,Hardware,Captain America,Captain America,Avengers,Service B,Closed,High,Medium,Medium,Medium,2025-04-17T22:30:58.000000,2025-04-18T05:30:58.000000,2025-04-19T12:30:58.000000,0,2,Thursday,1
CR-9576,Multiple hostname errors flagged due to mismatched entries in logs.,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,High,Medium,High,2025-04-17T04:40:20.000000,2025-04-17T11:40:20.000000,2025-04-18T03:40:20.000000,0,2,Thursday,1
CR-9577,Support ticket volumes identified as increasing peak trends during morning hours.,Software,Captain America,Captain America,Avengers,Service C,Closed,Low,Low,Low,Low,2025-04-17T19:19:00.000000,2025-04-18T00:19:00.000000,2025-04-20T09:19:00.000000,0,0,Thursday,1
CR-9578,Database rollback failed due to corrupted backup imports.,Access,Iron Man,Iron Man,Avengers,Service C,Closed,High,Medium,Low,Medium,2025-04-17T16:28:09.000000,2025-04-17T18:28:09.000000,2025-04-18T19:28:09.000000,0,2,Thursday,1
CR-9579,Sluggish database response due to backup corruption issues.,Access,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,Medium,Medium,2025-04-17T17:48:40.000000,2025-04-17T23:48:40.000000,2025-04-18T09:48:40.000000,0,5,Thursday,1
CR-9580,Unencrypted email flagged during sensitive admin data processes matrix heading.,Access,Iron Man,Iron Man,Avengers,Service A,New,Medium,Medium,Low,Medium,2025-04-17T11:29:24.000000,,,0,1,Thursday,1
CR-9581,High volume of API calls flagged; system overload.,Complaint,Batman,Batman,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-04-17T04:59:41.000000,2025-04-17T06:59:41.000000,2025-04-18T16:59:41.000000,1,1,Thursday,0
CR-9582,Spam detection flagged phishing email within response actions.,Software,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-04-17T06:23:42.000000,2025-04-17T14:23:42.000000,2025-04-17T15:23:42.000000,0,4,Thursday,1
CR-9583,High errors detected due to outdated system protocols.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,In Progress,Medium,High,High,Medium,2025-04-17T14:27:09.000000,2025-04-17T17:27:09.000000,,0,3,Thursday,1
CR-9584,Unexpected database schema changes caused request failures.,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Critical,High,Medium,2025-04-17T16:44:26.000000,2025-04-17T22:44:26.000000,2025-04-17T23:44:26.000000,0,3,Thursday,1
CR-9585,Failed robot order execution due to unexpected timeout conditions.,Access,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,Medium,2025-04-17T20:16:31.000000,2025-04-18T01:16:31.000000,2025-04-18T19:16:31.000000,1,3,Thursday,0
CR-9586,Cloud storage exposed publicly due to account misconfiguration.,Complaint,John Cena,John Cena,Matrix,Service A,Closed,High,Critical,Medium,High,2025-04-17T01:23:12.000000,2025-04-17T04:23:12.000000,2025-04-17T14:23:12.000000,0,3,Thursday,1
CR-9587,Unauthorized session hijack on application server.,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Medium,Low,Low,2025-04-17T09:35:10.000000,2025-04-17T13:35:10.000000,2025-04-19T00:35:10.000000,0,2,Thursday,1
CR-9588,Failed robot order execution due to unexpected timeout conditions.,Hardware,Iron Man,Iron Man,Avengers,Service B,In Progress,High,Medium,Medium,Medium,2025-04-17T10:05:04.000000,2025-04-17T15:05:04.000000,,1,1,Thursday,0
CR-9589,DNS query failure: Incorrect configuration detected on the main server.,Access,Loki,Loki,Avengers,Service A,Closed,High,High,Medium,High,2025-04-17T21:33:41.000000,2025-04-18T01:33:41.000000,2025-04-18T08:33:41.000000,0,3,Thursday,1
CR-9590,Unencrypted email flagged during sensitive admin data processes matrix heading.,Software,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,High,2025-04-17T19:34:04.000000,2025-04-18T02:34:04.000000,2025-04-18T10:34:04.000000,0,5,Thursday,1
CR-9591,Root server flagged down during workflow trigger scheduling.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,High,High,Medium,2025-04-17T21:46:55.000000,2025-04-18T04:46:55.000000,2025-04-18T11:46:55.000000,0,2,Thursday,1
CR-9592,Multiple hostname errors flagged due to mismatched entries in logs.,Access,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-04-17T07:47:08.000000,2025-04-17T09:47:08.000000,2025-04-17T17:47:08.000000,0,3,Thursday,1
CR-9593,ARP spoofing detected during endpoint network scans.,Facilities,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-17T12:19:14.000000,2025-04-17T14:19:14.000000,2025-04-17T15:19:14.000000,0,3,Thursday,1
CR-9594,Malware protection disabled on user workstation.,Hardware,Neo,Neo,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-04-17T14:09:47.000000,2025-04-17T19:09:47.000000,2025-04-18T19:09:47.000000,0,2,Thursday,1
CR-9595,Service outage detected with no connection to database.,Data,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Critical,High,High,2025-04-17T23:52:03.000000,2025-04-18T05:52:03.000000,2025-04-18T15:52:03.000000,1,5,Thursday,0
CR-9596,Repeated failed ping attempts logged for external endpoint.,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,High,High,High,2025-04-17T05:37:04.000000,2025-04-17T07:37:04.000000,2025-04-17T17:37:04.000000,0,2,Thursday,1
CR-9597,Cloud synchronization failure reported after update processing.,Software,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-04-17T23:28:51.000000,2025-04-18T05:28:51.000000,2025-04-18T08:28:51.000000,0,5,Thursday,1
CR-9598,Insights prompted resolution sequences stalled during KPI analysis revision cases.,Software,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,Medium,2025-04-17T18:54:25.000000,2025-04-18T02:54:25.000000,2025-04-18T03:54:25.000000,0,5,Thursday,1
CR-9599,Repeated FTP connection failures detected for external clients.,Complaint,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-17T22:43:30.000000,2025-04-18T06:43:30.000000,2025-04-18T17:43:30.000000,0,3,Thursday,1
CR-9600,Critical alert: Database server overload detected.,Failure,Loki,Loki,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-04-17T04:05:51.000000,2025-04-17T08:05:51.000000,2025-04-18T10:05:51.000000,0,1,Thursday,1
CR-9601,Root server flagged down during workflow trigger scheduling.,Software,Neo,Neo,Matrix,Service A,Closed,Medium,Medium,Medium,Low,2025-04-17T21:19:58.000000,2025-04-18T04:19:58.000000,2025-04-19T13:19:58.000000,1,2,Thursday,0
CR-9602,Incident flagged requiring multi-stage manual response process-layer specifics detailed high-priority assessment handling escalation batches linked matrix revisions queues overall.,Facilities,Loki,Loki,Avengers,Service A,Closed,Medium,High,High,High,2025-04-17T05:46:19.000000,2025-04-17T10:46:19.000000,2025-04-18T10:46:19.000000,0,2,Thursday,1
CR-9603,Spam detection flagged phishing email within response actions.,Data,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,High,High,Medium,2025-04-17T19:44:17.000000,2025-04-17T21:44:17.000000,2025-04-18T14:44:17.000000,1,3,Thursday,0
CR-9604,Power failure simulation triggered during red team activity.,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-04-17T14:54:20.000000,2025-04-17T19:54:20.000000,2025-04-18T13:54:20.000000,0,2,Thursday,1
CR-9605,Critical security incident flagged during ongoing monitoring operations.,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,Medium,High,2025-04-17T21:55:24.000000,2025-04-18T00:55:24.000000,2025-04-18T03:55:24.000000,0,4,Thursday,1
CR-9606,SSL handshake timed out during multi-instance connection attempt.,Data,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-04-17T16:49:21.000000,2025-04-17T23:49:21.000000,2025-04-20T05:49:21.000000,0,0,Thursday,1
CR-9607,Malware alert triggered during active scan.,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-04-17T03:17:12.000000,2025-04-17T07:17:12.000000,2025-04-19T01:17:12.000000,0,0,Thursday,1
CR-9608,Cloud storage exposed publicly due to account misconfiguration.,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Medium,Low,Medium,2025-04-17T07:25:17.000000,2025-04-17T10:25:17.000000,2025-04-18T16:25:17.000000,0,2,Thursday,1
CR-9609,Insights prompted resolution sequences stalled during KPI analysis revision cases.,Data,Shang Chi,Shang Chi,Avengers II,Service C,New,Medium,High,Medium,Low,2025-04-17T14:40:05.000000,,,0,3,Thursday,1
CR-9610,Unscheduled system reboot interrupted high-priority processing.,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,Low,High,High,High,2025-04-17T03:51:40.000000,2025-04-17T10:51:40.000000,2025-04-17T18:51:40.000000,0,2,Thursday,1
CR-9611,Unexpected lockout flagged during Privileged Access re-validation.,Facilities,Captain America,Captain America,Avengers,Service A,Closed,Low,Medium,Low,Low,2025-04-18T10:00:49.000000,2025-04-18T13:00:49.000000,2025-04-19T20:00:49.000000,0,2,Friday,1
CR-9612,Unauthorized session hijack on application server.,Software,Thor,Thor,Avengers,Service C,Closed,Medium,High,High,Medium,2025-04-18T16:11:22.000000,2025-04-18T23:11:22.000000,2025-04-19T12:11:22.000000,0,3,Friday,1
CR-9613,Service outage detected with no connection to database.,Software,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-04-18T05:25:46.000000,2025-04-18T07:25:46.000000,2025-04-19T10:25:46.000000,0,1,Friday,1
CR-9614,VPN tunnel flag uncovered during traffic multiplexer configuration checks.,Complaint,Hulk,Hulk,Avengers,Service A,In Progress,High,Low,Low,Low,2025-04-18T20:05:23.000000,2025-04-19T01:05:23.000000,,0,1,Friday,1
CR-9615,Remote access termination due to suspicious session triggers.,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,Medium,High,2025-04-18T16:50:34.000000,2025-04-18T19:50:34.000000,2025-04-19T14:50:34.000000,0,3,Friday,1
CR-9616,VPN tunnel flag uncovered during traffic multiplexer configuration checks.,Software,John Cena,John Cena,Matrix,Service A,New,High,Medium,Low,Medium,2025-04-18T02:32:02.000000,,,1,2,Friday,0
CR-9617,Unauthorized access attempt detected on admin portal.,Facilities,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,High,2025-04-18T21:17:40.000000,2025-04-19T04:17:40.000000,2025-04-19T06:17:40.000000,0,4,Friday,1
CR-9618,Critical patch missing scheduled updates on key systems.,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,New,Medium,Medium,Medium,Low,2025-04-18T02:36:31.000000,,,0,2,Friday,1
CR-9619,High file transfer identified; possible data exfiltration suspected.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,High,High,High,2025-04-18T02:11:54.000000,2025-04-18T05:11:54.000000,2025-04-18T15:11:54.000000,0,2,Friday,1
CR-9620,Malware alert triggered during active scan.,Hardware,John Cena,John Cena,Matrix,Service C,Closed,High,Low,Low,Low,2025-04-18T21:57:33.000000,2025-04-19T01:57:33.000000,2025-04-20T15:57:33.000000,0,1,Friday,1
CR-9621,High in-memory data requests overloaded server processing.,Access,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,High,2025-04-18T14:02:03.000000,2025-04-18T17:02:03.000000,2025-04-18T21:02:03.000000,0,5,Friday,1
CR-9622,Database rollback failed due to corrupted backup imports.,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,High,Low,Low,Low,2025-04-18T18:48:14.000000,2025-04-18T22:48:14.000000,2025-04-20T04:48:14.000000,0,1,Friday,1
CR-9623,Data threshold exceeded causing mainframe overload flag upstream details cluster pipeline inline faults matrix overview.,Software,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-04-18T21:48:40.000000,2025-04-19T05:48:40.000000,2025-04-21T21:48:40.000000,0,0,Friday,1
CR-9624,High file transfer identified; possible data exfiltration suspected.,Access,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,Medium,High,2025-04-18T04:45:54.000000,2025-04-18T12:45:54.000000,2025-04-18T23:45:54.000000,0,5,Friday,1
CR-9625,Keylogger activity detected on privileged employee machine.,Facilities,Thor,Thor,Avengers,Service A,New,High,Critical,Medium,Medium,2025-04-18T22:32:44.000000,,,0,4,Friday,1
CR-9626,Support ticket volumes identified as increasing peak trends during morning hours.,Network,Batman,Batman,Matrix,Service A,New,High,Medium,Medium,Medium,2025-04-18T09:36:21.000000,,,0,1,Friday,1
CR-9627,Critical security incident flagged during ongoing monitoring operations.,Network,Thor,Thor,Avengers,Service A,Closed,Medium,High,High,High,2025-04-18T17:08:16.000000,2025-04-18T21:08:16.000000,2025-04-19T20:08:16.000000,0,2,Friday,1
