Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
SR-0010388,Provision external storage for graphics design project.,Failure,John Cena,John Cena,Matrix,Service A,Closed,High,High,Medium,High,2025-04-25T18:53:18.000000,2025-04-25T23:53:18.000000,2025-04-26T19:53:18.000000,4,Friday
SR-0010389,Request to install Python libraries on student laptops.,Network,Batman,Batman,Matrix,Service B,New,Low,Medium,Low,Medium,2025-04-25T19:30:18.000000,,,3,Friday
SR-0010390,Request to reset password for employee account.,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,In Progress,Low,Low,Low,Low,2025-04-25T09:53:55.000000,2025-04-25T11:53:55.000000,,2,Friday
SR-0010391,Enable multi-factor authentication for remote developers.,Hardware,Hulk,Hulk,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-04-25T07:28:49.000000,2025-04-25T11:28:49.000000,2025-04-26T12:28:49.000000,5,Friday
SR-0010392,Upgrade workstation RAM for improved video editing performance.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,High,High,Medium,2025-04-25T12:48:10.000000,2025-04-25T15:48:10.000000,2025-04-25T21:48:10.000000,5,Friday
SR-0010393,Request to create container image repository for DevOps team.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Low,Low,Low,2025-04-25T04:03:42.000000,2025-04-25T09:03:42.000000,2025-04-26T15:03:42.000000,2,Friday
SR-0010394,Change access rights on shared folder for team lead.,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,High,Medium,2025-04-25T11:58:33.000000,2025-04-25T16:58:33.000000,2025-04-26T07:58:33.000000,2,Friday
SR-0010395,Request to create and configure backup jobs for departmental database.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,High,High,High,2025-04-25T11:04:25.000000,2025-04-25T13:04:25.000000,2025-04-26T01:04:25.000000,3,Friday
SR-0010396,Replace hardware for malfunctioning conference room equipment.,Failure,Captain America,Captain America,Avengers,Service A,New,High,High,High,High,2025-04-25T02:57:53.000000,,,5,Friday
SR-0010397,Provision external storage for graphics design project.,Access,John Cena,John Cena,Matrix,Service A,Closed,Low,Low,Low,Low,2025-04-25T05:15:20.000000,2025-04-25T11:15:20.000000,2025-04-26T13:15:20.000000,2,Friday
SR-0010398,Enable multi-factor authentication for remote developers.,Failure,Hulk,Hulk,Avengers,Service C,In Progress,High,Critical,Medium,High,2025-04-25T06:14:47.000000,2025-04-25T12:14:47.000000,,1,Friday
SR-0010399,Replace hardware for malfunctioning conference room equipment.,Software,Captain America,Captain America,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-04-25T01:23:03.000000,2025-04-25T08:23:03.000000,2025-04-26T16:23:03.000000,4,Friday
SR-0010400,Provisioning of VPN access for third-party vendor consultants.,Data,John Cena,John Cena,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-04-25T15:00:42.000000,2025-04-25T18:00:42.000000,2025-04-26T12:00:42.000000,3,Friday
SR-0010401,Update employee badge photo in internal directory.,Complaint,John Wick,John Wick,Matrix,Service B,In Progress,Low,Critical,High,High,2025-04-25T11:59:06.000000,2025-04-25T14:59:06.000000,,0,Friday
SR-0010402,Request to enable remote access to on-site servers.,Data,Hulk,Hulk,Avengers,Service A,Closed,High,High,Medium,High,2025-04-25T15:23:18.000000,2025-04-25T18:23:18.000000,2025-04-26T17:23:18.000000,2,Friday
SR-0010403,Request for extended quota on shared email inbox.,Access,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,Medium,2025-04-25T16:41:32.000000,2025-04-25T21:41:32.000000,2025-04-26T06:41:32.000000,1,Friday
SR-0010404,Enable multi-factor authentication for remote developers.,Access,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-04-25T11:02:50.000000,2025-04-25T18:02:50.000000,2025-04-25T22:02:50.000000,5,Friday
SR-0010405,Request to create a new distribution list for the Marketing team.,Facilities,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-04-25T16:01:10.000000,2025-04-25T23:01:10.000000,2025-04-26T19:01:10.000000,1,Friday
SR-0010406,Install Adobe Creative Suite on workstation for design team.,Failure,Thor,Thor,Avengers,Service A,In Progress,High,Critical,High,High,2025-04-25T21:05:47.000000,2025-04-26T03:05:47.000000,,2,Friday
SR-0010407,Update employee badge photo in internal directory.,Hardware,Captain America,Captain America,Avengers,Service B,Closed,Medium,High,High,High,2025-04-25T20:17:00.000000,2025-04-26T01:17:00.000000,2025-04-26T08:17:00.000000,5,Friday
SR-0010408,Request to adjust permissions on shared inbox handling invoices.,Network,Hulk,Hulk,Avengers,Service B,Closed,Low,High,High,High,2025-04-25T20:50:55.000000,2025-04-26T03:50:55.000000,2025-04-26T14:50:55.000000,4,Friday
SR-0010409,Request to create a new distribution list for the Marketing team.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-04-25T04:20:24.000000,2025-04-25T10:20:24.000000,2025-04-25T14:20:24.000000,0,Friday
SR-0010410,Setup repository access for junior developers.,Software,Loki,Loki,Avengers,Service C,In Progress,Low,Low,Low,Low,2025-04-25T18:29:20.000000,2025-04-25T22:29:20.000000,,1,Friday
SR-0010411,Request to adjust permissions on shared inbox handling invoices.,Network,Thor,Thor,Avengers,Service B,Closed,High,Critical,High,High,2025-04-25T08:49:06.000000,2025-04-25T12:49:06.000000,2025-04-25T20:49:06.000000,4,Friday
SR-0010412,Upgrade workstation RAM for improved video editing performance.,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-04-26T11:06:36.000000,2025-04-26T14:06:36.000000,2025-04-27T00:06:36.000000,4,Saturday
SR-0010413,Enable multi-factor authentication for remote developers.,Complaint,Captain America,Captain America,Avengers,Service C,In Progress,Medium,High,High,High,2025-04-26T21:06:52.000000,2025-04-27T00:06:52.000000,,1,Saturday
SR-0010414,Upgrade virtual machine specs for training platform.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Medium,Medium,Low,2025-04-26T07:29:17.000000,2025-04-26T11:29:17.000000,2025-04-27T11:29:17.000000,3,Saturday
SR-0010415,Request to access internal SharePoint site for the Finance department.,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,High,High,2025-04-26T03:39:55.000000,2025-04-26T09:39:55.000000,2025-04-26T21:39:55.000000,1,Saturday
SR-0010416,Create subdomain for new departmental website launch.,Hardware,Captain America,Captain America,Avengers,Service A,In Progress,Low,Critical,Medium,High,2025-04-26T14:38:13.000000,2025-04-26T18:38:13.000000,,2,Saturday
SR-0010417,Reassign ownership of project management tools to new team lead.,Complaint,Loki,Loki,Avengers,Service C,Closed,High,High,Medium,Low,2025-04-26T07:52:07.000000,2025-04-26T15:52:07.000000,2025-04-27T01:52:07.000000,3,Saturday
SR-0010418,Upgrade virtual machine specs for training platform.,Software,John Wick,John Wick,Matrix,Service B,Closed,Medium,Critical,Medium,Medium,2025-04-26T16:35:23.000000,2025-04-26T23:35:23.000000,2025-04-27T05:35:23.000000,1,Saturday
SR-0010419,Change access rights on shared folder for team lead.,Facilities,Thor,Thor,Avengers,Service B,Closed,Low,High,High,High,2025-04-26T23:47:08.000000,2025-04-27T05:47:08.000000,2025-04-27T21:47:08.000000,2,Saturday
SR-0010420,Request to delete unused virtual machines in non-production environment.,Failure,Captain America,Captain America,Avengers,Service A,Closed,High,High,High,High,2025-04-26T09:54:47.000000,2025-04-26T13:54:47.000000,2025-04-26T22:54:47.000000,1,Saturday
SR-0010421,Request to reset password for employee account.,Complaint,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-04-26T02:39:43.000000,2025-04-26T10:39:43.000000,2025-04-27T02:39:43.000000,2,Saturday
SR-0010422,Request to create and configure backup jobs for departmental database.,Access,Spiderman,Spiderman,Avengers II,Service B,On Hold,Medium,Medium,Low,Medium,2025-04-26T10:02:13.000000,,,2,Saturday
SR-0010423,Request for temporary guest access to internal intranet services.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Critical,Medium,High,2025-04-26T19:49:27.000000,2025-04-26T22:49:27.000000,2025-04-27T00:49:27.000000,5,Saturday
SR-0010424,Upgrade Oracle database version to meet system requirements.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-04-26T15:30:53.000000,2025-04-26T21:30:53.000000,2025-04-28T03:30:53.000000,0,Saturday
SR-0010425,Request to move group mailbox ownership to new manager.,Network,Hulk,Hulk,Avengers,Service B,On Hold,Medium,Medium,Medium,Medium,2025-04-26T09:30:09.000000,,,0,Saturday
SR-0010426,Request to adjust permissions on shared inbox handling invoices.,Failure,Loki,Loki,Avengers,Service A,In Progress,Low,Critical,High,High,2025-04-26T17:29:23.000000,2025-04-26T22:29:23.000000,,2,Saturday
SR-0010427,Request to delete unused virtual machines in non-production environment.,Complaint,Neo,Neo,Matrix,Service B,Closed,Low,Medium,Medium,Low,2025-04-26T00:32:37.000000,2025-04-26T06:32:37.000000,2025-04-27T03:32:37.000000,3,Saturday
SR-0010428,Request to enable remote access to on-site servers.,Access,John Cena,John Cena,Matrix,Service C,Closed,Low,Low,Low,Low,2025-04-26T07:45:59.000000,2025-04-26T13:45:59.000000,2025-04-27T13:45:59.000000,4,Saturday
SR-0010429,Request for extended quota on shared email inbox.,Failure,Thor,Thor,Avengers,Service C,New,Low,Medium,Low,Low,2025-04-26T00:33:44.000000,,,0,Saturday
SR-0010430,Replace hardware for malfunctioning conference room equipment.,Access,Hulk,Hulk,Avengers,Service B,New,High,Critical,High,High,2025-04-26T08:03:25.000000,,,2,Saturday
SR-0010431,Enable high-availability configuration on two production servers.,Network,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Critical,High,High,2025-04-26T06:38:43.000000,2025-04-26T08:38:43.000000,2025-04-26T14:38:43.000000,5,Saturday
SR-0010432,Update employee badge photo in internal directory.,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,Medium,Medium,2025-04-26T11:59:41.000000,2025-04-26T15:59:41.000000,2025-04-27T10:59:41.000000,5,Saturday
SR-0010433,Provision external storage for graphics design project.,Data,John Cena,John Cena,Matrix,Service B,Closed,High,Medium,Low,Medium,2025-04-26T21:37:49.000000,2025-04-27T01:37:49.000000,2025-04-28T02:37:49.000000,1,Saturday
SR-0010434,Request to delete unused virtual machines in non-production environment.,Network,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Medium,Medium,Low,2025-04-26T10:58:18.000000,2025-04-26T17:58:18.000000,2025-04-28T05:58:18.000000,1,Saturday
SR-0010435,Request to access internal SharePoint site for the Finance department.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-04-26T05:49:20.000000,2025-04-26T13:49:20.000000,2025-04-27T20:49:20.000000,5,Saturday
SR-0010436,Reassign ownership of project management tools to new team lead.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,High,2025-04-26T13:20:29.000000,2025-04-26T17:20:29.000000,2025-04-26T23:20:29.000000,2,Saturday
SR-0010437,Configure alerts for reporting dashboard thresholds.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Critical,High,High,2025-04-26T21:46:14.000000,2025-04-27T02:46:14.000000,2025-04-27T10:46:14.000000,3,Saturday
SR-0010438,Provisioning of VPN access for third-party vendor consultants.,Access,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-04-26T06:51:55.000000,2025-04-26T09:51:55.000000,2025-04-26T21:51:55.000000,1,Saturday
SR-0010439,Request to reset password for employee account.,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-04-26T23:21:05.000000,2025-04-27T06:21:05.000000,2025-04-27T22:21:05.000000,5,Saturday
SR-0010440,Request to create test environment for application testing.,Hardware,Hulk,Hulk,Avengers,Service C,Closed,Low,High,Medium,High,2025-04-26T12:10:38.000000,2025-04-26T16:10:38.000000,2025-04-27T06:10:38.000000,5,Saturday
SR-0010441,Install Adobe Creative Suite on workstation for design team.,Facilities,Batman,Batman,Matrix,Service B,Closed,High,High,High,High,2025-04-26T07:31:01.000000,2025-04-26T14:31:01.000000,2025-04-27T12:31:01.000000,1,Saturday
SR-0010442,Request to reset password for employee account.,Failure,Captain America,Captain America,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-04-26T22:45:30.000000,2025-04-27T06:45:30.000000,2025-04-28T12:45:30.000000,4,Saturday
SR-0010443,Activate mobile application access for workflow approvals.,Failure,Loki,Loki,Avengers,Service B,Closed,High,Critical,High,Medium,2025-04-26T10:53:57.000000,2025-04-26T18:53:57.000000,2025-04-27T00:53:57.000000,1,Saturday
SR-0010444,Enable high-availability configuration on two production servers.,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Low,Low,Low,2025-04-26T06:42:07.000000,2025-04-26T13:42:07.000000,2025-04-29T08:42:07.000000,1,Saturday
SR-0010445,Install Adobe Creative Suite on workstation for design team.,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,New,Medium,High,High,High,2025-04-26T04:04:30.000000,,,1,Saturday
SR-0010446,Grant access to restricted database for data analytics intern.,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,High,High,2025-04-26T04:19:31.000000,2025-04-26T11:19:31.000000,2025-04-27T05:19:31.000000,4,Saturday
SR-0010447,Troubleshoot application access issues related to role change.,Facilities,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,High,2025-04-26T19:47:46.000000,2025-04-27T02:47:46.000000,2025-04-27T08:47:46.000000,0,Saturday
SR-0010448,Request to install Python libraries on student laptops.,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Critical,High,High,2025-04-26T21:00:07.000000,2025-04-27T00:00:07.000000,2025-04-27T04:00:07.000000,1,Saturday
SR-0010449,Request to configure SSO login for external web resource.,Failure,John Cena,John Cena,Matrix,Service A,On Hold,Low,Medium,Low,Medium,2025-04-26T20:42:06.000000,,,3,Saturday
SR-0010450,Create custom email signature for company branding.,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-04-26T05:26:22.000000,2025-04-26T12:26:22.000000,2025-04-27T20:26:22.000000,4,Saturday
SR-0010451,Provision special access profiles for GDPR compliance audits.,Network,John Cena,John Cena,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-04-26T16:48:46.000000,2025-04-26T21:48:46.000000,2025-04-28T03:48:46.000000,4,Saturday
SR-0010452,Document retention policy modification for compliance purposes.,Software,John Cena,John Cena,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-04-26T09:17:13.000000,2025-04-26T14:17:13.000000,2025-04-27T22:17:13.000000,3,Saturday
SR-0010453,Request for extended quota on shared email inbox.,Software,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,High,Medium,2025-04-26T20:36:12.000000,2025-04-27T03:36:12.000000,2025-04-27T11:36:12.000000,0,Saturday
SR-0010454,Create subdomain for new departmental website launch.,Hardware,John Cena,John Cena,Matrix,Service B,Closed,Low,Low,Low,Low,2025-04-26T00:02:45.000000,2025-04-26T08:02:45.000000,2025-04-28T15:02:45.000000,1,Saturday
SR-0010455,Document retention policy modification for compliance purposes.,Network,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-04-26T11:56:01.000000,2025-04-26T17:56:01.000000,2025-04-26T23:56:01.000000,3,Saturday
SR-0010456,Request to add new printer to network for HR department.,Network,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,High,High,2025-04-26T21:23:45.000000,2025-04-27T03:23:45.000000,2025-04-27T09:23:45.000000,3,Saturday
SR-0010457,Request for temporary guest access to internal intranet services.,Facilities,Captain America,Captain America,Avengers,Service A,New,Medium,High,High,Medium,2025-04-26T18:49:39.000000,,,0,Saturday
SR-0010458,Extend mailbox retention policy for legal department emails.,Data,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-04-26T19:54:22.000000,2025-04-27T03:54:22.000000,2025-04-29T10:54:22.000000,2,Saturday
SR-0010459,Request to create and configure backup jobs for departmental database.,Data,Jack Sparrow,Jack Sparrow,Matrix,Service A,New,Medium,Low,Low,Low,2025-04-26T19:38:27.000000,,,1,Saturday
SR-0010460,Request for extended quota on shared email inbox.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,High,High,2025-04-26T11:37:39.000000,2025-04-26T13:37:39.000000,2025-04-27T04:37:39.000000,1,Saturday
SR-0010461,Request to create container image repository for DevOps team.,Data,John Cena,John Cena,Matrix,Service C,Closed,Medium,Medium,Low,Low,2025-04-26T03:56:11.000000,2025-04-26T10:56:11.000000,2025-04-27T01:56:11.000000,3,Saturday
SR-0010462,Request to reset password for employee account.,Access,Loki,Loki,Avengers,Service C,Closed,High,High,High,High,2025-04-26T05:50:37.000000,2025-04-26T11:50:37.000000,2025-04-27T06:50:37.000000,4,Saturday
SR-0010463,Request for secure deletion of files on retired desktops.,Network,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-04-26T16:16:20.000000,2025-04-27T00:16:20.000000,2025-04-27T03:16:20.000000,0,Saturday
SR-0010464,Replace hardware for malfunctioning conference room equipment.,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,In Progress,High,Medium,Medium,Medium,2025-04-26T00:30:56.000000,2025-04-26T06:30:56.000000,,5,Saturday
SR-0010465,Request to install Python libraries on student laptops.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,Medium,High,2025-04-26T07:40:41.000000,2025-04-26T14:40:41.000000,2025-04-27T07:40:41.000000,5,Saturday
SR-0010466,Configuration update needed for internal voice gateway routing.,Failure,Thor,Thor,Avengers,Service C,Closed,High,Low,Low,Low,2025-04-26T08:59:52.000000,2025-04-26T13:59:52.000000,2025-04-28T19:59:52.000000,1,Saturday
SR-0010467,Provisioning of VPN access for third-party vendor consultants.,Data,John Wick,John Wick,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-04-26T09:07:42.000000,2025-04-26T12:07:42.000000,2025-04-27T03:07:42.000000,1,Saturday
SR-0010468,Request for secure deletion of files on retired desktops.,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,In Progress,Low,Low,Low,Low,2025-04-26T10:17:22.000000,2025-04-26T13:17:22.000000,,2,Saturday
SR-0010469,Configuration update needed for internal voice gateway routing.,Software,Iron Man,Iron Man,Avengers,Service A,New,Low,Critical,High,High,2025-04-26T03:58:51.000000,,,2,Saturday
SR-0010470,Enable multi-factor authentication for remote developers.,Complaint,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Medium,Medium,Low,2025-04-26T00:12:49.000000,2025-04-26T02:12:49.000000,2025-04-27T01:12:49.000000,1,Saturday
SR-0010471,Activate mobile application access for workflow approvals.,Access,Neo,Neo,Matrix,Service A,Closed,Low,High,Medium,High,2025-04-26T16:18:57.000000,2025-04-26T23:18:57.000000,2025-04-27T10:18:57.000000,1,Saturday
SR-0010472,Update employee badge photo in internal directory.,Failure,Thor,Thor,Avengers,Service B,Closed,Medium,High,High,High,2025-04-26T16:56:25.000000,2025-04-26T22:56:25.000000,2025-04-27T05:56:25.000000,5,Saturday
SR-0010473,Request for secure deletion of files on retired desktops.,Network,Shang Chi,Shang Chi,Avengers II,Service C,New,Medium,Critical,High,High,2025-04-26T07:33:23.000000,,,3,Saturday
SR-0010474,Request for temporary guest access to internal intranet services.,Network,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-04-26T17:37:14.000000,2025-04-26T23:37:14.000000,2025-04-27T02:37:14.000000,2,Saturday
SR-0010475,Activate mobile application access for workflow approvals.,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Low,Low,Low,2025-04-26T03:36:45.000000,2025-04-26T06:36:45.000000,2025-04-27T19:36:45.000000,5,Saturday
SR-0010476,Troubleshoot application access issues related to role change.,Data,Neo,Neo,Matrix,Service A,Closed,Low,High,High,Medium,2025-04-26T14:53:42.000000,2025-04-26T18:53:42.000000,2025-04-27T07:53:42.000000,1,Saturday
SR-0010477,Provision external storage for graphics design project.,Complaint,Thor,Thor,Avengers,Service A,In Progress,Medium,Critical,High,Medium,2025-04-26T05:54:04.000000,2025-04-26T08:54:04.000000,,0,Saturday
SR-0010478,Troubleshoot application access issues related to role change.,Hardware,Captain America,Captain America,Avengers,Service B,Closed,Low,High,High,Medium,2025-04-26T20:19:15.000000,2025-04-26T22:19:15.000000,2025-04-27T19:19:15.000000,5,Saturday
SR-0010479,User asking for permissions to install additional software.,Data,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-04-26T22:05:02.000000,2025-04-27T03:05:02.000000,2025-04-27T10:05:02.000000,2,Saturday
SR-0010480,Extend mailbox retention policy for legal department emails.,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-04-26T05:06:24.000000,2025-04-26T12:06:24.000000,2025-04-28T15:06:24.000000,3,Saturday
SR-0010481,Request to create container image repository for DevOps team.,Failure,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-04-26T18:38:22.000000,2025-04-26T22:38:22.000000,2025-04-28T00:38:22.000000,1,Saturday
SR-0010482,Reassign ownership of project management tools to new team lead.,Network,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-04-26T05:30:08.000000,2025-04-26T13:30:08.000000,2025-04-26T20:30:08.000000,2,Saturday
SR-0010483,Troubleshoot application access issues related to role change.,Access,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-04-26T23:53:30.000000,2025-04-27T02:53:30.000000,2025-04-27T08:53:30.000000,3,Saturday
SR-0010484,Provision external storage for graphics design project.,Access,Hulk,Hulk,Avengers,Service B,Closed,Medium,High,High,High,2025-04-26T13:15:31.000000,2025-04-26T20:15:31.000000,2025-04-27T09:15:31.000000,5,Saturday
SR-0010485,Request to access internal SharePoint site for the Finance department.,Access,Iron Man,Iron Man,Avengers,Service B,In Progress,Medium,High,High,High,2025-04-26T03:29:46.000000,2025-04-26T07:29:46.000000,,2,Saturday
SR-0010486,Install licensed Microsoft Visio on a department computer.,Failure,Loki,Loki,Avengers,Service A,On Hold,High,High,Medium,Medium,2025-04-26T19:20:55.000000,,,5,Saturday
SR-0010487,Configuration update needed for internal voice gateway routing.,Access,Thor,Thor,Avengers,Service C,In Progress,Medium,Critical,High,High,2025-04-26T08:20:33.000000,2025-04-26T10:20:33.000000,,3,Saturday
SR-0010488,Request to move group mailbox ownership to new manager.,Data,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-04-26T20:10:20.000000,2025-04-27T03:10:20.000000,2025-04-27T09:10:20.000000,4,Saturday
SR-0010489,Enable port redirection for database replication tasks.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Critical,High,Medium,2025-04-26T05:37:09.000000,2025-04-26T07:37:09.000000,2025-04-26T13:37:09.000000,4,Saturday
SR-0010490,Provision external storage for graphics design project.,Access,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,Medium,2025-04-26T00:46:23.000000,2025-04-26T02:46:23.000000,2025-04-26T06:46:23.000000,3,Saturday
SR-0010491,Reassign ownership of project management tools to new team lead.,Hardware,Batman,Batman,Matrix,Service C,In Progress,Medium,Low,Low,Low,2025-04-26T05:20:50.000000,2025-04-26T07:20:50.000000,,1,Saturday
SR-0010492,Request to create test environment for application testing.,Facilities,John Wick,John Wick,Matrix,Service C,Closed,Low,High,High,High,2025-04-26T17:40:16.000000,2025-04-26T21:40:16.000000,2025-04-27T20:40:16.000000,3,Saturday
SR-0010493,Replace hardware for malfunctioning conference room equipment.,Hardware,Neo,Neo,Matrix,Service B,In Progress,Medium,Medium,Medium,Low,2025-04-26T08:32:52.000000,2025-04-26T10:32:52.000000,,0,Saturday
SR-0010494,Request to add new printer to network for HR department.,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Critical,High,High,2025-04-26T09:18:36.000000,2025-04-26T14:18:36.000000,2025-04-27T02:18:36.000000,2,Saturday
SR-0010495,Update employee badge photo in internal directory.,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,New,Low,Low,Low,Low,2025-04-26T21:06:15.000000,,,4,Saturday
SR-0010496,Provision external storage for graphics design project.,Data,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-04-26T18:53:09.000000,2025-04-27T02:53:09.000000,2025-04-28T05:53:09.000000,0,Saturday
SR-0010497,Create subdomain for new departmental website launch.,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,High,High,High,2025-04-26T10:12:47.000000,2025-04-26T18:12:47.000000,2025-04-27T06:12:47.000000,4,Saturday
SR-0010498,Create custom email signature for company branding.,Hardware,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-04-26T12:23:01.000000,2025-04-26T14:23:01.000000,2025-04-26T20:23:01.000000,2,Saturday
SR-0010499,Activate mobile application access for workflow approvals.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,Low,Low,Low,2025-04-26T04:12:00.000000,2025-04-26T11:12:00.000000,2025-04-27T20:12:00.000000,2,Saturday
SR-0010500,Request to create and configure backup jobs for departmental database.,Access,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-04-26T04:56:29.000000,2025-04-26T06:56:29.000000,2025-04-26T17:56:29.000000,1,Saturday
SR-0010501,Install licensed Microsoft Visio on a department computer.,Facilities,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-04-26T08:39:52.000000,2025-04-26T12:39:52.000000,2025-04-26T20:39:52.000000,2,Saturday
SR-0010502,Request to adjust permissions on shared inbox handling invoices.,Access,Hulk,Hulk,Avengers,Service A,Closed,Low,High,High,Medium,2025-04-26T14:53:09.000000,2025-04-26T16:53:09.000000,2025-04-27T07:53:09.000000,0,Saturday
SR-0010503,Grant access to restricted database for data analytics intern.,Failure,Captain America,Captain America,Avengers,Service A,Closed,Medium,High,High,High,2025-04-26T00:45:55.000000,2025-04-26T07:45:55.000000,2025-04-26T13:45:55.000000,2,Saturday
SR-0010504,Create subdomain for new departmental website launch.,Network,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,High,High,High,High,2025-04-26T06:06:49.000000,2025-04-26T13:06:49.000000,2025-04-27T05:06:49.000000,1,Saturday
SR-0010505,Relocation of desktop workstation within the office premises.,Complaint,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,High,2025-04-26T10:22:46.000000,2025-04-26T13:22:46.000000,2025-04-27T01:22:46.000000,4,Saturday
SR-0010506,Troubleshoot application access issues related to role change.,Data,Spiderman,Spiderman,Avengers II,Service B,New,Medium,Medium,Low,Medium,2025-04-26T22:18:33.000000,,,2,Saturday
SR-0010507,Configuration update needed for internal voice gateway routing.,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-04-26T16:40:40.000000,2025-04-26T22:40:40.000000,2025-04-27T14:40:40.000000,5,Saturday
SR-0010508,Reassign ownership of project management tools to new team lead.,Access,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,High,2025-04-26T03:51:02.000000,2025-04-26T11:51:02.000000,2025-04-26T21:51:02.000000,0,Saturday
SR-0010509,Create custom email signature for company branding.,Network,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Medium,Medium,Low,2025-04-26T04:07:10.000000,2025-04-26T07:07:10.000000,2025-04-26T19:07:10.000000,0,Saturday
