Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-816,Frequent issues with file version conflicts on shared drives,Software,John Wick,John Wick,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-02-24T14:26:22.000000,2025-02-24T17:26:22.000000,2025-02-25T21:26:22.000000,0,1,Monday,1
CR-817,Intermittent failures of web proxy authentication,Software,Shang Chi,Shang Chi,Avengers II,Service B,On Hold,Medium,Medium,Medium,Medium,2025-02-24T22:11:07.000000,,,0,2,Monday,1
CR-818,Intermittent authentication failures for single sign-on,Network,Thor,Thor,Avengers,Service B,New,Medium,High,High,High,2025-02-25T10:11:12.000000,,,0,3,Tuesday,1
CR-819,Random application crashes on client workstations,Data,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-02-25T13:40:50.000000,2025-02-25T17:40:50.000000,2025-02-26T03:40:50.000000,0,2,Tuesday,1
CR-820,Recurring problems with email calendar synchronization,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-02-25T20:46:18.000000,2025-02-26T04:46:18.000000,2025-02-26T07:46:18.000000,0,4,Tuesday,1
CR-821,Inconsistent permission errors on shared folders,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,High,High,Medium,2025-02-25T01:25:25.000000,2025-02-25T08:25:25.000000,2025-02-26T01:25:25.000000,1,3,Tuesday,0
CR-822,Random loss of mapped network drives on login,Data,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-02-25T03:41:07.000000,2025-02-25T11:41:07.000000,2025-02-25T23:41:07.000000,0,5,Tuesday,1
CR-823,Intermittent failures in automated file transfer jobs,Network,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-02-25T15:50:54.000000,2025-02-25T18:50:54.000000,2025-02-26T03:50:54.000000,0,5,Tuesday,1
CR-824,Intermittent VoIP call quality issues and audio dropouts,Software,Loki,Loki,Avengers,Service C,Closed,High,Medium,Low,Medium,2025-02-25T13:50:45.000000,2025-02-25T15:50:45.000000,2025-02-26T11:50:45.000000,0,1,Tuesday,1
CR-825,Recurring high latency reported in video conferencing sessions,Facilities,Neo,Neo,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-02-25T12:56:25.000000,2025-02-25T20:56:25.000000,2025-02-26T21:56:25.000000,0,1,Tuesday,1
CR-826,Recurring performance degradation on core banking application,Software,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-02-25T22:00:38.000000,2025-02-26T05:00:38.000000,2025-02-26T10:00:38.000000,0,4,Tuesday,1
CR-827,Inconsistent behavior of multi-factor authentication prompts,Failure,Hulk,Hulk,Avengers,Service C,Closed,Low,High,Medium,High,2025-02-25T03:42:23.000000,2025-02-25T07:42:23.000000,2025-02-26T05:42:23.000000,0,2,Tuesday,1
CR-828,Frequent issues with file version conflicts on shared drives,Data,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,High,High,High,2025-02-25T05:03:55.000000,2025-02-25T13:03:55.000000,2025-02-25T21:03:55.000000,0,2,Tuesday,1
CR-829,Intermittent login issues after password changes,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,High,Medium,High,2025-02-25T20:32:13.000000,2025-02-26T03:32:13.000000,2025-02-26T23:32:13.000000,1,2,Tuesday,0
CR-830,Unstable connection to remote branches over WAN,Hardware,Loki,Loki,Avengers,Service A,New,High,High,Medium,High,2025-02-25T07:40:15.000000,,,0,2,Tuesday,1
CR-831,Random application crashes on client workstations,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-02-25T16:27:25.000000,2025-02-25T23:27:25.000000,2025-02-26T21:27:25.000000,0,2,Tuesday,1
CR-832,Frequent corruption of user profiles on shared workstations,Access,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-02-25T12:33:03.000000,2025-02-25T14:33:03.000000,2025-02-25T23:33:03.000000,0,4,Tuesday,1
CR-833,Random freezing of operating system on virtual desktops,Software,Thor,Thor,Avengers,Service A,Closed,High,High,High,Low,2025-02-25T19:11:55.000000,2025-02-26T02:11:55.000000,2025-02-26T20:11:55.000000,0,3,Tuesday,1
CR-834,Intermittent failures of web proxy authentication,Complaint,Captain America,Captain America,Avengers,Service B,New,Low,High,Medium,High,2025-02-25T17:37:48.000000,,,0,2,Tuesday,1
CR-835,Inconsistent application behavior after automated updates,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-02-25T04:02:16.000000,2025-02-25T07:02:16.000000,2025-02-26T11:02:16.000000,0,1,Tuesday,1
CR-836,Recurring printing failures for specific printer models,Failure,Iron Man,Iron Man,Avengers,Service C,On Hold,Medium,High,High,Medium,2025-02-25T15:58:40.000000,,,0,2,Tuesday,1
CR-837,Inconsistent behavior of multi-factor authentication prompts,Failure,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-02-25T01:59:19.000000,2025-02-25T03:59:19.000000,2025-02-25T06:59:19.000000,0,3,Tuesday,1
CR-838,Recurring printer spooler service failures on print server,Software,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Critical,High,High,2025-02-26T08:50:18.000000,2025-02-26T13:50:18.000000,2025-02-26T16:50:18.000000,0,4,Wednesday,1
CR-839,Recurring SSL certificate errors for internal applications,Data,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Medium,Medium,Low,2025-02-26T21:02:56.000000,2025-02-26T23:02:56.000000,2025-02-27T21:02:56.000000,0,1,Wednesday,1
CR-840,Recurring high latency reported in video conferencing sessions,Access,Loki,Loki,Avengers,Service B,Closed,High,Medium,Low,Medium,2025-02-26T04:12:15.000000,2025-02-26T08:12:15.000000,2025-02-27T07:12:15.000000,0,2,Wednesday,1
CR-841,Unexplained slow logon times for domain users,Complaint,Neo,Neo,Matrix,Service A,Closed,Medium,High,High,High,2025-02-26T22:55:57.000000,2025-02-27T04:55:57.000000,2025-02-27T14:55:57.000000,1,3,Wednesday,0
CR-842,Random system reboots on specific hardware model,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,In Progress,High,Medium,Medium,Low,2025-02-26T00:17:16.000000,2025-02-26T06:17:16.000000,,0,1,Wednesday,1
CR-843,Intermittent email delivery delays to external domains,Complaint,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Medium,Low,2025-02-26T12:55:06.000000,2025-02-26T19:55:06.000000,2025-02-27T12:55:06.000000,0,1,Wednesday,1
CR-844,Recurring problems with email calendar synchronization,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,In Progress,Medium,Medium,Medium,Low,2025-02-26T15:32:56.000000,2025-02-26T18:32:56.000000,,0,2,Wednesday,1
CR-845,Random freezing of operating system on virtual desktops,Network,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,High,2025-02-26T13:38:40.000000,2025-02-26T19:38:40.000000,2025-02-27T06:38:40.000000,0,4,Wednesday,1
CR-846,Slow file access on shared network drives during business hours,Facilities,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-02-26T00:00:48.000000,2025-02-26T06:00:48.000000,2025-02-26T17:00:48.000000,0,4,Wednesday,1
CR-847,Periodic issues with remote desktop sessions not reconnecting,Access,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Medium,Low,Medium,2025-02-26T22:55:51.000000,2025-02-27T05:55:51.000000,2025-02-28T00:55:51.000000,0,1,Wednesday,1
CR-848,Random failures in software deployment to endpoints,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-02-26T12:54:28.000000,2025-02-26T15:54:28.000000,2025-02-27T15:54:28.000000,0,1,Wednesday,1
CR-849,Recurring performance issues on storage system,Software,Iron Man,Iron Man,Avengers,Service C,On Hold,Medium,Critical,High,High,2025-02-26T22:02:24.000000,,,0,3,Wednesday,1
CR-850,Unstable Wi-Fi coverage in specific office area,Hardware,Thor,Thor,Avengers,Service C,Closed,Low,High,High,Low,2025-02-26T06:54:07.000000,2025-02-26T08:54:07.000000,2025-02-26T23:54:07.000000,1,3,Wednesday,0
CR-851,Unstable connection to remote branches over WAN,Failure,Neo,Neo,Matrix,Service B,On Hold,Medium,Medium,Low,Medium,2025-02-26T12:01:45.000000,,,0,2,Wednesday,1
CR-852,Intermittent failures of web proxy authentication,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Critical,High,High,2025-02-26T23:46:36.000000,2025-02-27T05:46:36.000000,2025-02-27T17:46:36.000000,0,4,Wednesday,1
CR-853,Intermittent access issues to HR web portal,Software,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,Medium,2025-02-26T17:36:26.000000,2025-02-26T23:36:26.000000,2025-02-27T04:36:26.000000,1,5,Wednesday,0
CR-854,Inconsistent application behavior after automated updates,Complaint,Loki,Loki,Avengers,Service B,Closed,High,Critical,High,High,2025-02-26T17:19:45.000000,2025-02-26T23:19:45.000000,2025-02-27T06:19:45.000000,0,4,Wednesday,1
CR-855,Recurring performance issues on storage system,Facilities,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-02-26T11:06:37.000000,2025-02-26T18:06:37.000000,2025-02-27T05:06:37.000000,0,3,Wednesday,1
CR-856,Random loss of mapped network drives on login,Software,Captain America,Captain America,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-02-26T04:51:28.000000,2025-02-26T07:51:28.000000,2025-02-27T12:51:28.000000,0,1,Wednesday,1
CR-857,Random application crashes on client workstations,Network,Loki,Loki,Avengers,Service B,Closed,High,High,High,High,2025-02-26T09:08:46.000000,2025-02-26T11:08:46.000000,2025-02-26T19:08:46.000000,0,3,Wednesday,1
CR-858,Periodic issues with remote desktop sessions not reconnecting,Software,Batman,Batman,Matrix,Service B,Closed,High,High,High,Medium,2025-02-26T04:48:39.000000,2025-02-26T06:48:39.000000,2025-02-27T04:48:39.000000,0,3,Wednesday,1
CR-859,Inconsistent access to archived email system,Software,Batman,Batman,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-02-26T10:40:22.000000,2025-02-26T14:40:22.000000,2025-02-27T18:40:22.000000,0,1,Wednesday,1
CR-860,Random system reboots on specific hardware model,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Critical,Medium,High,2025-02-26T11:40:37.000000,2025-02-26T14:40:37.000000,2025-02-26T16:40:37.000000,0,4,Wednesday,1
CR-861,Intermittent VoIP call quality issues and audio dropouts,Facilities,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-02-27T05:36:04.000000,2025-02-27T08:36:04.000000,2025-02-28T00:36:04.000000,1,2,Thursday,0
CR-862,Frequent corruption of user profiles on shared workstations,Failure,Hulk,Hulk,Avengers,Service C,Closed,High,High,High,High,2025-02-27T09:26:22.000000,2025-02-27T17:26:22.000000,2025-02-28T16:26:22.000000,1,3,Thursday,0
CR-863,Intermittent email delivery delays to external domains,Hardware,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Low,Low,Low,2025-02-27T14:10:26.000000,2025-02-27T19:10:26.000000,2025-03-02T12:10:26.000000,0,0,Thursday,1
CR-864,Frequent corruption of user profiles on shared workstations,Data,Batman,Batman,Matrix,Service B,Closed,High,Medium,Low,Medium,2025-02-27T11:45:55.000000,2025-02-27T15:45:55.000000,2025-02-28T21:45:55.000000,0,1,Thursday,1
CR-865,Frequent issues with file version conflicts on shared drives,Access,Iron Man,Iron Man,Avengers,Service A,In Progress,Medium,High,High,Low,2025-02-27T22:28:51.000000,2025-02-28T03:28:51.000000,,1,3,Thursday,0
CR-866,Intermittent VoIP call quality issues and audio dropouts,Complaint,Spiderman,Spiderman,Avengers II,Service B,New,High,High,High,High,2025-02-27T00:34:32.000000,,,0,2,Thursday,1
CR-867,Frequent corruption of user profiles on shared workstations,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,High,High,Medium,2025-02-27T02:07:23.000000,2025-02-27T10:07:23.000000,2025-02-27T23:07:23.000000,1,2,Thursday,0
CR-868,Inconsistent access to archived email system,Failure,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-02-27T18:38:05.000000,2025-02-27T21:38:05.000000,2025-02-27T23:38:05.000000,0,3,Thursday,1
CR-869,Scheduled batch jobs failing intermittently without clear error,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Critical,High,High,2025-02-28T01:13:19.000000,2025-02-28T07:13:19.000000,2025-02-28T11:13:19.000000,0,3,Friday,1
CR-870,Periodic issues with remote desktop sessions not reconnecting,Software,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-02-28T13:09:24.000000,2025-02-28T19:09:24.000000,2025-03-01T06:09:24.000000,0,5,Friday,1
CR-871,Periodic high CPU usage on database server causing slow queries,Facilities,Batman,Batman,Matrix,Service A,Closed,Medium,High,High,High,2025-02-28T09:10:07.000000,2025-02-28T17:10:07.000000,2025-03-01T05:10:07.000000,1,3,Friday,0
CR-872,Recurring DNS resolution failures for internal hostnames,Facilities,Iron Man,Iron Man,Avengers,Service C,In Progress,Medium,Critical,High,High,2025-02-28T09:33:21.000000,2025-02-28T11:33:21.000000,,0,3,Friday,1
CR-873,Inconsistent synchronization between production and reporting databases,Software,Spiderman,Spiderman,Avengers II,Service B,In Progress,High,Medium,Medium,Medium,2025-02-28T02:43:56.000000,2025-02-28T06:43:56.000000,,0,2,Friday,1
CR-874,Recurring problems with email calendar synchronization,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,On Hold,High,High,High,High,2025-02-28T17:54:07.000000,,,0,2,Friday,1
CR-875,Frequent issues with file version conflicts on shared drives,Hardware,Hulk,Hulk,Avengers,Service B,New,High,Medium,Medium,Low,2025-02-28T16:01:05.000000,,,0,2,Friday,1
CR-876,Recurring time synchronization issues across servers,Failure,Neo,Neo,Matrix,Service C,Closed,High,Medium,Low,Medium,2025-02-28T20:38:49.000000,2025-03-01T02:38:49.000000,2025-03-02T13:38:49.000000,0,2,Friday,1
CR-877,Frequent VPN disconnections during peak hours,Software,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,High,2025-02-28T00:29:41.000000,2025-02-28T04:29:41.000000,2025-02-28T07:29:41.000000,0,5,Friday,1
CR-878,Frequent errors in scheduled report generation processes,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,High,High,Low,2025-02-28T17:32:19.000000,2025-02-28T19:32:19.000000,2025-03-01T19:32:19.000000,0,2,Friday,1
CR-879,Intermittent access issues to HR web portal,Access,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-02-28T21:23:12.000000,2025-03-01T05:23:12.000000,2025-03-02T05:23:12.000000,1,2,Friday,0
CR-880,Random failures in software deployment to endpoints,Failure,Batman,Batman,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-02-28T00:58:41.000000,2025-02-28T07:58:41.000000,2025-03-01T13:58:41.000000,0,2,Friday,1
CR-881,Frequent corruption of user profiles on shared workstations,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-02-28T11:32:09.000000,2025-02-28T18:32:09.000000,2025-03-03T08:32:09.000000,0,1,Friday,1
CR-882,Intermittent VoIP call quality issues and audio dropouts,Hardware,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-03-01T16:49:49.000000,2025-03-02T00:49:49.000000,2025-03-02T02:49:49.000000,0,3,Saturday,1
CR-883,Slow file access on shared network drives during business hours,Complaint,John Cena,John Cena,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-03-01T22:21:04.000000,2025-03-02T01:21:04.000000,2025-03-03T01:21:04.000000,0,2,Saturday,1
CR-884,Scheduled batch jobs failing intermittently without clear error,Access,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-03-01T12:34:42.000000,2025-03-01T14:34:42.000000,2025-03-01T20:34:42.000000,1,3,Saturday,0
CR-885,Inconsistent access to archived email system,Complaint,Neo,Neo,Matrix,Service A,Closed,High,High,High,Medium,2025-03-01T11:16:17.000000,2025-03-01T14:16:17.000000,2025-03-02T10:16:17.000000,0,2,Saturday,1
CR-886,Recurring SSL certificate errors for internal applications,Software,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Low,Low,2025-03-01T09:34:57.000000,2025-03-01T13:34:57.000000,2025-03-02T09:34:57.000000,0,1,Saturday,1
CR-887,Intermittent failures in automated file transfer jobs,Facilities,John Wick,John Wick,Matrix,Service B,Closed,Medium,Medium,Medium,Low,2025-03-01T21:09:25.000000,2025-03-01T23:09:25.000000,2025-03-03T06:09:25.000000,0,1,Saturday,1
CR-888,Random freezing of operating system on virtual desktops,Hardware,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-03-01T02:10:50.000000,2025-03-01T06:10:50.000000,2025-03-01T16:10:50.000000,0,4,Saturday,1
CR-889,Frequent account lockouts for multiple users,Access,John Wick,John Wick,Matrix,Service B,Closed,High,High,High,High,2025-03-01T22:26:40.000000,2025-03-02T04:26:40.000000,2025-03-03T01:26:40.000000,0,3,Saturday,1
CR-890,Intermittent email delivery delays to external domains,Failure,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-03-01T22:34:21.000000,2025-03-02T03:34:21.000000,2025-03-02T12:34:21.000000,1,5,Saturday,0
CR-891,Periodic issues with remote desktop sessions not reconnecting,Failure,Hulk,Hulk,Avengers,Service A,Closed,Low,High,High,High,2025-03-01T13:14:56.000000,2025-03-01T18:14:56.000000,2025-03-02T18:14:56.000000,1,3,Saturday,0
CR-892,Session timeouts occurring too frequently for web application,Access,John Cena,John Cena,Matrix,Service C,Closed,High,Low,Low,Low,2025-03-01T21:55:59.000000,2025-03-02T03:55:59.000000,2025-03-05T00:55:59.000000,0,1,Saturday,1
CR-893,Random failures in software deployment to endpoints,Access,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-03-01T14:03:28.000000,2025-03-01T18:03:28.000000,2025-03-02T21:03:28.000000,0,1,Saturday,1
CR-894,Intermittent network connectivity issues reported by multiple users,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,High,Medium,2025-03-01T09:44:55.000000,2025-03-01T16:44:55.000000,2025-03-01T23:44:55.000000,1,3,Saturday,0
CR-895,Intermittent failures in automated file transfer jobs,Access,Loki,Loki,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-03-02T10:13:25.000000,2025-03-02T12:13:25.000000,2025-03-03T16:13:25.000000,0,2,Sunday,1
CR-896,Unstable Wi-Fi coverage in specific office area,Complaint,Thor,Thor,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-03-02T21:45:00.000000,2025-03-02T23:45:00.000000,2025-03-04T02:45:00.000000,0,2,Sunday,1
CR-897,Intermittent VoIP call quality issues and audio dropouts,Complaint,Batman,Batman,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-03-02T19:09:56.000000,2025-03-03T03:09:56.000000,2025-03-04T04:09:56.000000,0,2,Sunday,1
CR-898,Recurring time synchronization issues across servers,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Critical,High,High,2025-03-02T01:47:19.000000,2025-03-02T07:47:19.000000,2025-03-02T10:47:19.000000,0,4,Sunday,1
CR-899,Recurring high latency reported in video conferencing sessions,Access,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-03-02T00:13:08.000000,2025-03-02T03:13:08.000000,2025-03-02T08:13:08.000000,0,5,Sunday,1
CR-900,Intermittent failures when connecting to external partner systems,Complaint,Thor,Thor,Avengers,Service C,Closed,Medium,High,High,High,2025-03-02T21:38:08.000000,2025-03-03T03:38:08.000000,2025-03-03T22:38:08.000000,0,3,Sunday,1
CR-901,Inconsistent synchronization between production and reporting databases,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Critical,High,Medium,2025-03-02T17:06:30.000000,2025-03-03T00:06:30.000000,2025-03-03T05:06:30.000000,0,5,Sunday,1
CR-902,Unstable connection to remote branches over WAN,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-03-03T20:55:38.000000,2025-03-04T02:55:38.000000,2025-03-04T08:55:38.000000,1,5,Monday,0
CR-903,Frequent errors in scheduled report generation processes,Facilities,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,Medium,High,2025-03-03T19:42:34.000000,2025-03-04T03:42:34.000000,2025-03-05T03:42:34.000000,1,2,Monday,0
CR-904,Frequent corruption of user profiles on shared workstations,Software,John Wick,John Wick,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-03-03T03:06:41.000000,2025-03-03T08:06:41.000000,2025-03-04T10:06:41.000000,1,2,Monday,0
CR-905,Frequent errors in scheduled report generation processes,Network,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-03-03T06:26:18.000000,2025-03-03T14:26:18.000000,2025-03-04T01:26:18.000000,0,4,Monday,1
CR-906,Intermittent failures in automated file transfer jobs,Access,Captain America,Captain America,Avengers,Service A,Closed,High,High,High,High,2025-03-03T17:45:52.000000,2025-03-03T22:45:52.000000,2025-03-04T19:45:52.000000,0,2,Monday,1
CR-907,Slow file access on shared network drives during business hours,Software,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,High,2025-03-03T18:38:35.000000,2025-03-03T20:38:35.000000,2025-03-04T15:38:35.000000,0,2,Monday,1
CR-908,Slow file access on shared network drives during business hours,Data,John Wick,John Wick,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-03-03T01:53:12.000000,2025-03-03T05:53:12.000000,2025-03-04T05:53:12.000000,1,1,Monday,0
CR-909,Intermittent email delivery delays to external domains,Software,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Critical,High,High,2025-03-03T20:50:45.000000,2025-03-04T01:50:45.000000,2025-03-04T10:50:45.000000,1,5,Monday,0
CR-910,Intermittent authentication failures for single sign-on,Access,Hulk,Hulk,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-03-03T11:04:24.000000,2025-03-03T16:04:24.000000,2025-03-05T01:04:24.000000,0,1,Monday,1
CR-911,Frequent corruption of user profiles on shared workstations,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Critical,High,Medium,2025-03-03T18:36:03.000000,2025-03-03T20:36:03.000000,2025-03-04T08:36:03.000000,0,3,Monday,1
CR-912,Intermittent failures when connecting to external partner systems,Failure,John Cena,John Cena,Matrix,Service C,Closed,Low,Low,Low,Low,2025-03-03T22:41:56.000000,2025-03-04T05:41:56.000000,2025-03-05T19:41:56.000000,0,0,Monday,1
CR-913,Unstable connection to remote branches over WAN,Data,Batman,Batman,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-03-03T06:29:51.000000,2025-03-03T08:29:51.000000,2025-03-04T09:29:51.000000,0,1,Monday,1
CR-914,Recurring performance degradation on core banking application,Software,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-03-03T05:21:51.000000,2025-03-03T11:21:51.000000,2025-03-03T22:21:51.000000,0,4,Monday,1
CR-915,Unstable Wi-Fi coverage in specific office area,Software,Captain America,Captain America,Avengers,Service C,On Hold,Low,Low,Low,Low,2025-03-03T05:18:53.000000,,,0,0,Monday,1
CR-916,Periodic failures in monitoring alerts delivery,Access,Thor,Thor,Avengers,Service B,Closed,High,High,High,High,2025-03-04T20:04:16.000000,2025-03-04T22:04:16.000000,2025-03-05T20:04:16.000000,0,2,Tuesday,1
CR-917,Unstable connection to remote branches over WAN,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Low,Low,Low,2025-03-04T20:22:59.000000,2025-03-05T02:22:59.000000,2025-03-06T05:22:59.000000,0,0,Tuesday,1
CR-918,Scheduled batch jobs failing intermittently without clear error,Hardware,John Cena,John Cena,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-03-04T02:45:36.000000,2025-03-04T06:45:36.000000,2025-03-05T16:45:36.000000,0,2,Tuesday,1
CR-919,Intermittent VoIP call quality issues and audio dropouts,Access,Batman,Batman,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-03-04T17:50:44.000000,2025-03-05T01:50:44.000000,2025-03-06T04:50:44.000000,0,2,Tuesday,1
CR-920,Periodic high CPU usage on database server causing slow queries,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,In Progress,Medium,Low,Low,Low,2025-03-04T22:55:45.000000,2025-03-05T03:55:45.000000,,0,1,Tuesday,1
CR-921,Recurring performance degradation on core banking application,Facilities,Hulk,Hulk,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-03-04T08:16:49.000000,2025-03-04T12:16:49.000000,2025-03-06T00:16:49.000000,0,2,Tuesday,1
CR-922,Frequent VPN disconnections during peak hours,Software,Thor,Thor,Avengers,Service C,In Progress,Medium,Medium,Medium,Medium,2025-03-04T19:23:21.000000,2025-03-04T23:23:21.000000,,0,2,Tuesday,1
CR-923,Recurring high latency reported in video conferencing sessions,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-03-04T12:25:49.000000,2025-03-04T15:25:49.000000,2025-03-06T16:25:49.000000,0,1,Tuesday,1
CR-924,Periodic failures in monitoring alerts delivery,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-03-04T19:19:28.000000,2025-03-05T03:19:28.000000,2025-03-06T07:19:28.000000,1,2,Tuesday,0
CR-925,Unreliable backup completion for certain file shares,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-03-04T11:27:35.000000,2025-03-04T17:27:35.000000,2025-03-05T10:27:35.000000,0,1,Tuesday,1
CR-926,Periodic issues with remote desktop sessions not reconnecting,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,On Hold,Medium,Medium,Low,Medium,2025-03-04T23:32:54.000000,,,1,1,Tuesday,0
CR-927,Recurring performance issues on storage system,Failure,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Medium,Low,Low,2025-03-04T07:17:08.000000,2025-03-04T11:17:08.000000,2025-03-05T03:17:08.000000,0,2,Tuesday,1
CR-928,Recurring disk space shortages on application servers,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,High,High,High,2025-03-04T19:41:24.000000,2025-03-05T02:41:24.000000,2025-03-05T10:41:24.000000,0,2,Tuesday,1
CR-929,Recurring DNS resolution failures for internal hostnames,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,Low,Low,Low,2025-03-04T10:44:49.000000,2025-03-04T18:44:49.000000,2025-03-06T05:44:49.000000,0,0,Tuesday,1
CR-930,Frequent issues with file version conflicts on shared drives,Failure,John Wick,John Wick,Matrix,Service C,On Hold,High,Medium,Medium,Medium,2025-03-04T18:30:43.000000,,,0,1,Tuesday,1
CR-931,Slow file access on shared network drives during business hours,Access,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-03-04T17:52:51.000000,2025-03-04T20:52:51.000000,2025-03-06T07:52:51.000000,0,2,Tuesday,1
CR-932,Slow file access on shared network drives during business hours,Data,John Wick,John Wick,Matrix,Service A,Closed,High,High,High,High,2025-03-04T20:12:40.000000,2025-03-05T03:12:40.000000,2025-03-05T19:12:40.000000,0,2,Tuesday,1
