Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
SR-0004029,Request access to HR system for new role,Failure,Captain America,Captain America,Avengers,Service A,New,Medium,Medium,Low,Medium,2025-02-13T19:51:25.000000,,,4,Thursday
SR-0004030,Request addition to security group for application access,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Critical,High,Medium,2025-02-13T06:31:13.000000,2025-02-13T10:31:13.000000,2025-02-13T19:31:13.000000,3,Thursday
SR-0004031,Request access to marketing file repository,Data,Spiderman,Spiderman,Avengers II,Service B,In Progress,Medium,High,High,High,2025-02-13T06:50:11.000000,2025-02-13T11:50:11.000000,,4,Thursday
SR-0004032,Request remote access to on-premise application,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-02-13T04:20:23.000000,2025-02-13T06:20:23.000000,2025-02-14T08:20:23.000000,4,Thursday
SR-0004033,Request change of default browser on workstation,Software,Captain America,Captain America,Avengers,Service B,Closed,High,High,High,High,2025-02-13T19:05:46.000000,2025-02-14T02:05:46.000000,2025-02-14T16:05:46.000000,1,Thursday
SR-0004034,Request new email distribution list creation,Data,John Wick,John Wick,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-02-13T22:26:45.000000,2025-02-14T06:26:45.000000,2025-02-15T04:26:45.000000,2,Thursday
SR-0004035,Request profile transfer to new device,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Critical,Medium,High,2025-02-13T08:02:35.000000,2025-02-13T16:02:35.000000,2025-02-13T22:02:35.000000,5,Thursday
SR-0004036,Request new conference call bridge details,Network,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-02-13T10:29:19.000000,2025-02-13T12:29:19.000000,2025-02-14T00:29:19.000000,1,Thursday
SR-0004037,Request printing rights on departmental printer,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-02-13T21:40:33.000000,2025-02-14T01:40:33.000000,2025-02-15T01:40:33.000000,5,Thursday
SR-0004038,Request whitelist of business website on web proxy,Complaint,Batman,Batman,Matrix,Service A,Closed,High,Critical,High,Medium,2025-02-13T18:13:20.000000,2025-02-14T01:13:20.000000,2025-02-14T09:13:20.000000,5,Thursday
SR-0004039,Request access to internal training portal,Facilities,Batman,Batman,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-02-13T20:33:49.000000,2025-02-13T22:33:49.000000,2025-02-14T11:33:49.000000,1,Thursday
SR-0004040,Request laptop docking station setup,Software,Batman,Batman,Matrix,Service A,Closed,Medium,Medium,Medium,Low,2025-02-13T07:49:07.000000,2025-02-13T15:49:07.000000,2025-02-14T21:49:07.000000,3,Thursday
SR-0004041,Request shared mailbox creation for team,Software,Batman,Batman,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-02-13T20:26:02.000000,2025-02-14T03:26:02.000000,2025-02-15T22:26:02.000000,4,Thursday
SR-0004042,Request access to reporting dashboard,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-02-13T01:17:20.000000,2025-02-13T04:17:20.000000,2025-02-13T15:17:20.000000,5,Thursday
SR-0004043,Request access to internal SharePoint site,Failure,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-02-13T07:25:26.000000,2025-02-13T11:25:26.000000,2025-02-13T12:25:26.000000,1,Thursday
SR-0004044,Request access to incident management dashboard,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-02-13T08:03:17.000000,2025-02-13T11:03:17.000000,2025-02-15T14:03:17.000000,0,Thursday
SR-0004045,Request update of contact details in IT systems,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-02-13T18:48:56.000000,2025-02-14T02:48:56.000000,2025-02-17T01:48:56.000000,3,Thursday
SR-0004046,Request new mobile phone and SIM card,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,High,High,2025-02-13T04:43:21.000000,2025-02-13T09:43:21.000000,2025-02-14T04:43:21.000000,5,Thursday
SR-0004047,Request change of time zone settings for user account,Failure,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-02-13T23:06:02.000000,2025-02-14T06:06:02.000000,2025-02-14T11:06:02.000000,3,Thursday
SR-0004048,Request new role assignment in CRM system,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,Medium,High,2025-02-13T19:28:18.000000,2025-02-14T02:28:18.000000,2025-02-14T11:28:18.000000,2,Thursday
SR-0004049,Request scheduled report subscription setup,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-02-13T19:30:35.000000,2025-02-14T00:30:35.000000,2025-02-15T05:30:35.000000,5,Thursday
SR-0004050,Request change of ownership for shared mailbox,Facilities,Captain America,Captain America,Avengers,Service B,Closed,Medium,Medium,Medium,Low,2025-02-13T16:29:27.000000,2025-02-13T19:29:27.000000,2025-02-14T20:29:27.000000,5,Thursday
SR-0004051,Request setup of automatic out-of-office reply,Failure,Hulk,Hulk,Avengers,Service B,In Progress,Low,Critical,High,Medium,2025-02-13T08:24:54.000000,2025-02-13T10:24:54.000000,,4,Thursday
SR-0004052,Request change of default language in applications,Facilities,Thor,Thor,Avengers,Service C,Closed,Medium,Medium,Medium,Low,2025-02-13T14:40:56.000000,2025-02-13T19:40:56.000000,2025-02-14T21:40:56.000000,5,Thursday
SR-0004053,Request new headset for VoIP phone,Access,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-02-13T23:52:08.000000,2025-02-14T02:52:08.000000,2025-02-14T04:52:08.000000,3,Thursday
SR-0004054,Request license assignment for Office suite,Failure,John Cena,John Cena,Matrix,Service B,Closed,Medium,High,High,Medium,2025-02-13T12:19:23.000000,2025-02-13T15:19:23.000000,2025-02-14T04:19:23.000000,3,Thursday
SR-0004055,Request replacement of damaged keyboard,Facilities,Neo,Neo,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-02-13T07:35:15.000000,2025-02-13T11:35:15.000000,2025-02-14T13:35:15.000000,2,Thursday
SR-0004056,Request new email distribution list creation,Network,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Critical,High,High,2025-02-13T23:18:03.000000,2025-02-14T01:18:03.000000,2025-02-14T11:18:03.000000,2,Thursday
SR-0004057,Request modification of access rights on shared folder,Data,Thor,Thor,Avengers,Service C,Closed,Low,Critical,Medium,High,2025-02-13T16:12:27.000000,2025-02-13T18:12:27.000000,2025-02-14T03:12:27.000000,0,Thursday
SR-0004058,Request access to analytics platform,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Medium,Low,Low,2025-02-13T08:47:15.000000,2025-02-13T10:47:15.000000,2025-02-14T18:47:15.000000,0,Thursday
SR-0004059,Request change of ownership for shared mailbox,Failure,Iron Man,Iron Man,Avengers,Service A,In Progress,High,High,High,High,2025-02-13T19:59:59.000000,2025-02-13T21:59:59.000000,,5,Thursday
SR-0004060,Request shared mailbox creation for team,Network,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-02-13T15:33:20.000000,2025-02-13T22:33:20.000000,2025-02-15T07:33:20.000000,1,Thursday
SR-0004061,Request creation of generic team account,Software,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,High,2025-02-13T11:54:21.000000,2025-02-13T18:54:21.000000,2025-02-14T06:54:21.000000,4,Thursday
SR-0004062,Request access to incident management dashboard,Facilities,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,High,High,2025-02-13T20:26:17.000000,2025-02-13T23:26:17.000000,2025-02-14T02:26:17.000000,0,Thursday
SR-0004063,Request new email distribution list creation,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-02-13T23:06:22.000000,2025-02-14T07:06:22.000000,2025-02-15T15:06:22.000000,3,Thursday
SR-0004064,Request modification of access rights on shared folder,Software,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-02-13T10:17:45.000000,2025-02-13T13:17:45.000000,2025-02-15T00:17:45.000000,4,Thursday
SR-0004065,Request setup of new workstation at office desk,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,New,High,High,High,Low,2025-02-13T12:00:24.000000,,,2,Thursday
SR-0004066,Request access to VPN for remote work,Data,Hulk,Hulk,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-02-13T03:04:08.000000,2025-02-13T07:04:08.000000,2025-02-14T15:04:08.000000,1,Thursday
SR-0004067,Request setup of automatic out-of-office reply,Network,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,High,2025-02-13T08:02:58.000000,2025-02-13T16:02:58.000000,2025-02-14T02:02:58.000000,0,Thursday
SR-0004068,Request reconfiguration of email signature template,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,High,High,Medium,2025-02-13T21:54:13.000000,2025-02-14T02:54:13.000000,2025-02-14T09:54:13.000000,4,Thursday
SR-0004069,Request new headset for VoIP phone,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,New,High,High,High,Medium,2025-02-13T13:37:16.000000,,,5,Thursday
SR-0004070,Request change of user role in business application,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Critical,High,High,2025-02-13T07:12:04.000000,2025-02-13T09:12:04.000000,2025-02-13T21:12:04.000000,1,Thursday
SR-0004071,Request creation of new Active Directory account,Facilities,Neo,Neo,Matrix,Service B,Closed,Medium,Medium,Low,Medium,2025-02-13T20:53:23.000000,2025-02-13T23:53:23.000000,2025-02-15T11:53:23.000000,3,Thursday
SR-0004072,Request upgrade of laptop memory,Access,Loki,Loki,Avengers,Service C,Closed,Low,Low,Low,Low,2025-02-14T18:18:02.000000,2025-02-15T01:18:02.000000,2025-02-17T14:18:02.000000,4,Friday
SR-0004073,Request access to analytics platform,Data,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-02-14T01:12:06.000000,2025-02-14T07:12:06.000000,2025-02-14T15:12:06.000000,1,Friday
SR-0004074,Request software upgrade to latest approved version,Facilities,Thor,Thor,Avengers,Service B,New,High,Critical,High,Medium,2025-02-14T11:25:21.000000,,,2,Friday
SR-0004075,Request access to secure printing functionality,Complaint,Loki,Loki,Avengers,Service B,Closed,High,High,High,High,2025-02-14T15:22:02.000000,2025-02-14T17:22:02.000000,2025-02-15T05:22:02.000000,4,Friday
SR-0004076,Request new network port activation at desk,Hardware,Batman,Batman,Matrix,Service A,New,High,Medium,Medium,Medium,2025-02-14T00:49:53.000000,,,2,Friday
SR-0004077,Request access to secure printing functionality,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Critical,High,High,2025-02-14T21:56:20.000000,2025-02-15T05:56:20.000000,2025-02-15T17:56:20.000000,0,Friday
SR-0004078,Request creation of new Active Directory account,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Critical,High,High,2025-02-14T05:37:43.000000,2025-02-14T10:37:43.000000,2025-02-14T18:37:43.000000,0,Friday
SR-0004079,Request scheduled report subscription setup,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,New,High,Critical,Medium,High,2025-02-14T01:17:20.000000,,,5,Friday
SR-0004080,Request change of user role in business application,Complaint,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-02-14T13:15:18.000000,2025-02-14T15:15:18.000000,2025-02-16T02:15:18.000000,0,Friday
SR-0004081,Request upgrade from standard to power user profile,Hardware,Batman,Batman,Matrix,Service A,Closed,Low,Low,Low,Low,2025-02-14T02:43:55.000000,2025-02-14T09:43:55.000000,2025-02-16T06:43:55.000000,2,Friday
SR-0004082,Request upgrade from standard to power user profile,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,High,High,Medium,2025-02-14T14:05:48.000000,2025-02-14T21:05:48.000000,2025-02-15T14:05:48.000000,2,Friday
SR-0004083,Request access to VPN for remote work,Failure,John Cena,John Cena,Matrix,Service C,New,Low,Low,Low,Low,2025-02-14T07:13:12.000000,,,3,Friday
SR-0004084,Request configuration of shared calendar for team,Failure,Loki,Loki,Avengers,Service A,Closed,Medium,High,High,Medium,2025-02-14T01:35:58.000000,2025-02-14T08:35:58.000000,2025-02-14T17:35:58.000000,4,Friday
SR-0004085,Request access to internal training portal,Data,Captain America,Captain America,Avengers,Service A,New,Medium,Critical,High,High,2025-02-14T15:09:57.000000,,,4,Friday
SR-0004086,Request upgrade from standard to power user profile,Access,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Low,Low,Low,2025-02-14T02:05:39.000000,2025-02-14T09:05:39.000000,2025-02-16T18:05:39.000000,3,Friday
SR-0004087,Request new collaboration space in Teams,Software,John Wick,John Wick,Matrix,Service B,Closed,Medium,Medium,Low,Medium,2025-02-14T11:21:49.000000,2025-02-14T18:21:49.000000,2025-02-15T06:21:49.000000,2,Friday
SR-0004088,Request upgrade from standard to power user profile,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Low,Medium,2025-02-14T06:46:02.000000,2025-02-14T12:46:02.000000,2025-02-15T07:46:02.000000,1,Friday
SR-0004089,Request access to internal knowledge base portal,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Medium,Low,2025-02-14T13:34:02.000000,2025-02-14T21:34:02.000000,2025-02-15T23:34:02.000000,5,Friday
SR-0004090,Request new email distribution list creation,Data,Captain America,Captain America,Avengers,Service B,New,Low,High,High,High,2025-02-14T17:52:02.000000,,,5,Friday
SR-0004091,Request change of time zone settings for user account,Network,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-02-14T16:56:08.000000,2025-02-14T23:56:08.000000,2025-02-15T16:56:08.000000,4,Friday
SR-0004092,Request update of contact details in IT systems,Access,Neo,Neo,Matrix,Service B,Closed,High,Medium,Medium,Low,2025-02-14T22:28:23.000000,2025-02-15T00:28:23.000000,2025-02-16T08:28:23.000000,0,Friday
SR-0004093,Request update of contact details in IT systems,Hardware,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-02-14T14:17:45.000000,2025-02-14T17:17:45.000000,2025-02-15T02:17:45.000000,3,Friday
SR-0004094,Request access to development environment,Access,John Wick,John Wick,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-02-14T10:16:33.000000,2025-02-14T18:16:33.000000,2025-02-15T19:16:33.000000,3,Friday
SR-0004095,Request modification of access rights on shared folder,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,Medium,Medium,2025-02-14T00:29:46.000000,2025-02-14T08:29:46.000000,2025-02-14T22:29:46.000000,3,Friday
SR-0004096,Request access to secure printing functionality,Facilities,Batman,Batman,Matrix,Service A,New,Medium,Medium,Low,Medium,2025-02-14T16:57:55.000000,,,4,Friday
SR-0004097,Request MFA activation for user account,Hardware,Loki,Loki,Avengers,Service C,Closed,Low,High,High,Medium,2025-02-14T18:22:28.000000,2025-02-15T00:22:28.000000,2025-02-15T23:22:28.000000,2,Friday
SR-0004098,Request software upgrade to latest approved version,Hardware,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,High,High,2025-02-14T00:56:47.000000,2025-02-14T05:56:47.000000,2025-02-15T04:56:47.000000,1,Friday
SR-0004099,Request shared mailbox creation for team,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-02-14T23:22:47.000000,2025-02-15T06:22:47.000000,2025-02-16T10:22:47.000000,4,Friday
SR-0004100,Request new user account for external vendor,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,High,High,Medium,2025-02-14T11:45:29.000000,2025-02-14T16:45:29.000000,2025-02-14T23:45:29.000000,1,Friday
SR-0004101,Request setup of automatic out-of-office reply,Complaint,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Critical,High,Medium,2025-02-14T18:50:24.000000,2025-02-14T22:50:24.000000,2025-02-15T10:50:24.000000,4,Friday
SR-0004102,Request replacement of broken laptop charger,Data,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Medium,Low,2025-02-14T18:40:49.000000,2025-02-14T22:40:49.000000,2025-02-16T02:40:49.000000,5,Friday
SR-0004103,Request change of ownership for shared mailbox,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Medium,Low,Medium,2025-02-14T05:18:46.000000,2025-02-14T09:18:46.000000,2025-02-15T05:18:46.000000,3,Friday
SR-0004104,Request password reset for user account,Facilities,Iron Man,Iron Man,Avengers,Service B,New,Medium,Low,Low,Low,2025-02-14T11:26:49.000000,,,3,Friday
SR-0004105,Request license assignment for Office suite,Data,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-02-14T16:13:29.000000,2025-02-14T19:13:29.000000,2025-02-15T07:13:29.000000,5,Friday
SR-0004106,Request creation of service account for application,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-02-14T05:09:54.000000,2025-02-14T09:09:54.000000,2025-02-15T17:09:54.000000,1,Friday
SR-0004107,Request access to secure printing functionality,Data,John Wick,John Wick,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-02-14T10:17:27.000000,2025-02-14T13:17:27.000000,2025-02-15T05:17:27.000000,1,Friday
SR-0004108,Request configuration of network drive mapping,Network,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Medium,Low,Medium,2025-02-14T16:38:00.000000,2025-02-14T20:38:00.000000,2025-02-16T05:38:00.000000,3,Friday
SR-0004109,Request new mobile phone and SIM card,Access,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,High,2025-02-14T11:46:06.000000,2025-02-14T13:46:06.000000,2025-02-14T21:46:06.000000,0,Friday
SR-0004110,Request upgrade of laptop memory,Network,Hulk,Hulk,Avengers,Service A,New,Medium,High,High,Medium,2025-02-14T20:44:43.000000,,,2,Friday
SR-0004111,Request access to internal knowledge base portal,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,High,Medium,High,2025-02-14T09:06:28.000000,2025-02-14T14:06:28.000000,2025-02-15T13:06:28.000000,1,Friday
SR-0004112,Request access to document management system,Hardware,John Cena,John Cena,Matrix,Service A,Closed,Medium,High,High,High,2025-02-14T13:59:09.000000,2025-02-14T16:59:09.000000,2025-02-15T14:59:09.000000,3,Friday
SR-0004113,Request setup of email forwarding to another mailbox,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Low,Medium,2025-02-14T07:32:55.000000,2025-02-14T10:32:55.000000,2025-02-15T08:32:55.000000,3,Friday
SR-0004114,Request access to shared network drive,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,New,High,Medium,Low,Low,2025-02-14T00:36:44.000000,,,2,Friday
SR-0004115,Request change of ownership for shared mailbox,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Low,Low,Low,2025-02-14T15:41:15.000000,2025-02-14T19:41:15.000000,2025-02-17T04:41:15.000000,5,Friday
SR-0004116,Request reconfiguration of email signature template,Software,Hulk,Hulk,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-02-14T18:11:06.000000,2025-02-14T23:11:06.000000,2025-02-16T11:11:06.000000,2,Friday
SR-0004117,Request new smart card or token for authentication,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Low,Low,2025-02-14T09:15:57.000000,2025-02-14T13:15:57.000000,2025-02-15T23:15:57.000000,5,Friday
SR-0004118,Request access to secure file transfer service,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-02-14T11:21:18.000000,2025-02-14T16:21:18.000000,2025-02-15T16:21:18.000000,3,Friday
SR-0004119,Request new headset for VoIP phone,Network,Spiderman,Spiderman,Avengers II,Service A,New,High,High,High,Low,2025-02-14T06:55:13.000000,,,1,Friday
SR-0004120,Request access to internal training portal,Network,Iron Man,Iron Man,Avengers,Service A,In Progress,Medium,High,High,Medium,2025-02-14T16:09:23.000000,2025-02-14T18:09:23.000000,,4,Friday
SR-0004121,Request new role assignment in CRM system,Failure,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Low,Low,2025-02-14T14:26:22.000000,2025-02-14T20:26:22.000000,2025-02-15T17:26:22.000000,1,Friday
SR-0004122,Request MFA activation for user account,Failure,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,High,High,2025-02-14T09:32:53.000000,2025-02-14T12:32:53.000000,2025-02-15T10:32:53.000000,1,Friday
SR-0004123,Request scheduled report subscription setup,Access,Batman,Batman,Matrix,Service A,Closed,Low,High,High,Low,2025-02-14T05:45:12.000000,2025-02-14T11:45:12.000000,2025-02-15T08:45:12.000000,4,Friday
SR-0004124,Request creation of service account for application,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Critical,High,Medium,2025-02-14T06:39:52.000000,2025-02-14T12:39:52.000000,2025-02-14T17:39:52.000000,4,Friday
SR-0004125,Request access to development environment,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Critical,High,High,2025-02-14T05:15:12.000000,2025-02-14T13:15:12.000000,2025-02-14T17:15:12.000000,3,Friday
SR-0004126,Request laptop docking station setup,Access,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-02-14T22:04:08.000000,2025-02-15T00:04:08.000000,2025-02-15T08:04:08.000000,2,Friday
SR-0004127,Request new email distribution list creation,Network,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,Medium,Medium,2025-02-14T20:12:27.000000,2025-02-15T00:12:27.000000,2025-02-15T06:12:27.000000,4,Friday
SR-0004128,Request change of time zone settings for user account,Software,John Cena,John Cena,Matrix,Service A,On Hold,Medium,High,Medium,High,2025-02-14T19:25:37.000000,,,1,Friday
SR-0004129,Request configuration of email on mobile device,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,New,Medium,Medium,Medium,Medium,2025-02-14T05:49:56.000000,,,3,Friday
SR-0004130,Request access to secure printing functionality,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-02-14T18:52:51.000000,2025-02-15T02:52:51.000000,2025-02-16T10:52:51.000000,3,Friday
SR-0004131,Request access to development environment,Network,Thor,Thor,Avengers,Service B,Closed,Medium,High,High,Low,2025-02-14T18:45:49.000000,2025-02-14T23:45:49.000000,2025-02-15T15:45:49.000000,1,Friday
SR-0004132,Request access to time-tracking system,Failure,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,Medium,High,2025-02-14T06:40:10.000000,2025-02-14T08:40:10.000000,2025-02-14T14:40:10.000000,4,Friday
SR-0004133,Request configuration of email on mobile device,Facilities,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,Medium,Medium,2025-02-14T22:02:50.000000,2025-02-15T02:02:50.000000,2025-02-15T23:02:50.000000,5,Friday
SR-0004134,Request new virtual machine for project testing,Failure,Loki,Loki,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-02-14T19:17:43.000000,2025-02-15T00:17:43.000000,2025-02-15T17:17:43.000000,3,Friday
SR-0004135,Request setup of email forwarding to another mailbox,Network,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,High,High,Low,2025-02-14T20:53:56.000000,2025-02-15T04:53:56.000000,2025-02-16T01:53:56.000000,3,Friday
SR-0004136,Request password reset for user account,Facilities,Batman,Batman,Matrix,Service C,Closed,Low,Critical,High,Medium,2025-02-14T18:14:34.000000,2025-02-14T20:14:34.000000,2025-02-15T01:14:34.000000,0,Friday
SR-0004137,Request access to finance application,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-02-14T04:16:10.000000,2025-02-14T12:16:10.000000,2025-02-15T13:16:10.000000,5,Friday
SR-0004138,Request access to marketing file repository,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service B,New,Medium,Low,Low,Low,2025-02-14T01:37:32.000000,,,3,Friday
SR-0004139,Request MFA activation for user account,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-02-14T23:39:44.000000,2025-02-15T03:39:44.000000,2025-02-16T01:39:44.000000,1,Friday
SR-0004140,Request additional monitor for workstation,Software,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,High,2025-02-14T13:21:31.000000,2025-02-14T17:21:31.000000,2025-02-14T19:21:31.000000,5,Friday
SR-0004141,Request access to analytics platform,Failure,John Wick,John Wick,Matrix,Service B,Closed,Medium,High,High,Low,2025-02-14T22:46:58.000000,2025-02-15T02:46:58.000000,2025-02-15T08:46:58.000000,5,Friday
SR-0004142,Request access to development environment,Network,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,High,2025-02-14T21:42:33.000000,2025-02-15T00:42:33.000000,2025-02-15T12:42:33.000000,3,Friday
SR-0004143,Request new virtual machine for project testing,Software,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,High,Medium,2025-02-14T08:13:22.000000,2025-02-14T16:13:22.000000,2025-02-15T02:13:22.000000,0,Friday
SR-0004144,Request access to ticketing system for new team member,Hardware,Thor,Thor,Avengers,Service B,On Hold,Medium,High,High,High,2025-02-14T19:13:19.000000,,,0,Friday
SR-0004145,Request new collaboration space in Teams,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-02-14T19:24:10.000000,2025-02-15T02:24:10.000000,2025-02-15T17:24:10.000000,0,Friday
SR-0004146,Request access to reporting dashboard,Access,Neo,Neo,Matrix,Service C,New,High,Medium,Low,Medium,2025-02-14T06:46:03.000000,,,1,Friday
SR-0004147,Request laptop docking station setup,Data,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,Medium,2025-02-14T04:21:20.000000,2025-02-14T10:21:20.000000,2025-02-14T20:21:20.000000,5,Friday
SR-0004148,Request configuration of shared calendar for team,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,New,High,High,Medium,Medium,2025-02-14T04:36:12.000000,,,0,Friday
SR-0004149,Request access to VPN for remote work,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-02-14T05:03:27.000000,2025-02-14T09:03:27.000000,2025-02-15T17:03:27.000000,2,Friday
SR-0004150,Request temporary admin rights for software installation,Network,John Wick,John Wick,Matrix,Service C,New,High,High,High,High,2025-02-15T19:55:26.000000,,,2,Saturday
SR-0004151,Request access to internal training portal,Software,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-02-15T02:08:55.000000,2025-02-15T07:08:55.000000,2025-02-15T14:08:55.000000,0,Saturday
SR-0004152,Request profile transfer to new device,Facilities,Hulk,Hulk,Avengers,Service C,Closed,High,High,High,High,2025-02-15T07:29:48.000000,2025-02-15T14:29:48.000000,2025-02-16T05:29:48.000000,3,Saturday
SR-0004153,Request addition to security group for application access,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,High,High,High,2025-02-15T06:20:55.000000,2025-02-15T11:20:55.000000,2025-02-15T19:20:55.000000,5,Saturday
SR-0004154,Request remote access to on-premise application,Complaint,Loki,Loki,Avengers,Service C,New,Low,Low,Low,Low,2025-02-15T09:16:24.000000,,,1,Saturday
SR-0004155,Request access to secure printing functionality,Access,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-02-15T01:38:40.000000,2025-02-15T08:38:40.000000,2025-02-15T12:38:40.000000,3,Saturday
