Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count
CHG-0000240,Migrate application from test to production environment,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,High,Medium,Medium,Closed,High,2025-03-28T04:35:51.000000,Friday,2025-03-28T09:35:51.000000,2025-03-29T09:35:51.000000,0
CHG-0000241,Implement new password policy across domain,Hardware,Hulk,Hulk,Avengers,Service B,Low,Medium,Low,Closed,High,2025-03-28T12:55:46.000000,Friday,2025-03-28T18:55:46.000000,2025-03-30T00:55:46.000000,3
CHG-0000242,Implement new password policy across domain,Network,Hulk,Hulk,Avengers,Service D,High,Low,High,Closed,Critical,2025-03-28T19:20:24.000000,Friday,2025-03-28T22:20:24.000000,2025-03-30T01:20:24.000000,1
CHG-0000243,Update configuration for single sign-on integration,Network,Captain Marvel,Captain Marvel,Avengers II,Service E,High,Medium,High,Closed,Low,2025-03-28T13:59:49.000000,Friday,2025-03-28T21:59:49.000000,2025-03-30T08:59:49.000000,5
CHG-0000244,Update DNS records for application hostname change,Complaint,Thor,Thor,Avengers,Service E,Low,Low,Low,Closed,Medium,2025-03-29T17:48:41.000000,Saturday,2025-03-29T19:48:41.000000,2025-03-30T08:48:41.000000,2
CHG-0000245,Replace legacy file server with new storage system,Hardware,Hulk,Hulk,Avengers,Service E,High,Medium,High,Closed,High,2025-03-29T19:01:33.000000,Saturday,2025-03-29T22:01:33.000000,2025-03-30T21:01:33.000000,5
CHG-0000246,Upgrade operating system on middleware servers,Failure,Spiderman,Spiderman,Avengers II,Service E,Low,Low,Low,Closed,High,2025-03-29T13:32:42.000000,Saturday,2025-03-29T19:32:42.000000,2025-03-30T02:32:42.000000,2
CHG-0000247,Modify service account permissions for application,Hardware,John Wick,John Wick,Matrix,Service A,Low,Medium,High,Closed,Medium,2025-03-29T22:27:42.000000,Saturday,2025-03-30T04:27:42.000000,2025-03-31T05:27:42.000000,0
CHG-0000248,Deploy new release of core banking application,Network,Thor,Thor,Avengers,Service E,Medium,Medium,Medium,Closed,High,2025-03-30T22:23:50.000000,Sunday,2025-03-31T05:23:50.000000,2025-03-31T12:23:50.000000,3
CHG-0000249,Change print server configuration for new printers,Hardware,Thor,Thor,Avengers,Service A,Low,Low,High,Closed,High,2025-03-30T14:42:39.000000,Sunday,2025-03-30T18:42:39.000000,2025-03-31T16:42:39.000000,1
CHG-0000250,Upgrade virtualization platform to latest version,Software,Hulk,Hulk,Avengers,Service A,Medium,High,High,Closed,High,2025-03-30T09:42:02.000000,Sunday,2025-03-30T11:42:02.000000,2025-03-31T02:42:02.000000,5
CHG-0000251,Deploy hotfix for production application issue,Complaint,John Cena,John Cena,Matrix,Service D,Low,High,High,Closed,High,2025-03-30T11:17:35.000000,Sunday,2025-03-30T15:17:35.000000,2025-03-30T21:17:35.000000,1
CHG-0000252,Migrate application from test to production environment,Complaint,John Cena,John Cena,Matrix,Service B,Medium,High,High,Closed,Medium,2025-03-30T17:44:07.000000,Sunday,2025-03-31T00:44:07.000000,2025-04-01T09:44:07.000000,5
CHG-0000253,Apply configuration changes to intrusion detection system,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Low,Low,High,Closed,Medium,2025-03-31T12:07:51.000000,Monday,2025-03-31T15:07:51.000000,2025-04-01T22:07:51.000000,1
CHG-0000254,Migrate application from test to production environment,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Low,Low,High,Closed,Medium,2025-03-31T05:01:04.000000,Monday,2025-03-31T07:01:04.000000,2025-04-01T07:01:04.000000,4
CHG-0000255,Update network share permissions for project folder,Software,Thor,Thor,Avengers,Service A,Low,High,Medium,Closed,Critical,2025-03-31T07:04:36.000000,Monday,2025-03-31T12:04:36.000000,2025-04-01T03:04:36.000000,4
CHG-0000256,Reconfigure application timeout settings,Failure,Spiderman,Spiderman,Avengers II,Service D,Medium,Low,High,Closed,Medium,2025-03-31T15:33:44.000000,Monday,2025-03-31T17:33:44.000000,2025-04-01T13:33:44.000000,5
CHG-0000257,Upgrade database server to latest minor version,Access,Hulk,Hulk,Avengers,Service A,Medium,High,Medium,Closed,Medium,2025-03-31T17:10:24.000000,Monday,2025-04-01T00:10:24.000000,2025-04-01T15:10:24.000000,2
CHG-0000258,Change network routing for branch office connectivity,Software,Iron Man,Iron Man,Avengers,Service B,Low,High,Medium,Closed,Low,2025-04-01T15:30:25.000000,Tuesday,2025-04-01T23:30:25.000000,2025-04-02T15:30:25.000000,2
CHG-0000259,Update API gateway rules for new service endpoints,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,High,Medium,Low,On Hold,High,2025-04-02T03:07:22.000000,Wednesday,,,0
CHG-0000260,Deploy new version of mobile banking API,Access,Loki,Loki,Avengers,Service B,High,High,High,Closed,High,2025-04-03T02:13:22.000000,Thursday,2025-04-03T08:13:22.000000,2025-04-04T09:13:22.000000,3
CHG-0000261,Upgrade operating system on middleware servers,Failure,Batman,Batman,Matrix,Service A,High,Low,Low,Closed,High,2025-04-03T08:31:55.000000,Thursday,2025-04-03T12:31:55.000000,2025-04-04T18:31:55.000000,3
CHG-0000262,Change time synchronization settings for servers,Complaint,Neo,Neo,Matrix,Service E,High,High,Low,Closed,Medium,2025-04-03T03:26:37.000000,Thursday,2025-04-03T05:26:37.000000,2025-04-04T05:26:37.000000,1
CHG-0000263,Reconfigure application timeout settings,Access,Captain America,Captain America,Avengers,Service B,Low,Medium,High,Closed,High,2025-04-03T01:05:09.000000,Thursday,2025-04-03T09:05:09.000000,2025-04-03T13:05:09.000000,2
CHG-0000264,Deploy new configuration for password self-service portal,Software,Loki,Loki,Avengers,Service D,High,High,High,Closed,Medium,2025-04-04T11:01:17.000000,Friday,2025-04-04T15:01:17.000000,2025-04-05T22:01:17.000000,3
CHG-0000265,Change time synchronization settings for servers,Access,Thor,Thor,Avengers,Service B,High,Medium,High,Closed,Medium,2025-04-04T06:04:27.000000,Friday,2025-04-04T08:04:27.000000,2025-04-05T18:04:27.000000,2
CHG-0000266,Change Active Directory group membership for user access,Access,Hulk,Hulk,Avengers,Service A,Medium,Medium,Low,Closed,High,2025-04-05T14:22:46.000000,Saturday,2025-04-05T19:22:46.000000,2025-04-07T05:22:46.000000,4
CHG-0000267,Update DNS records for application hostname change,Failure,Shang Chi,Shang Chi,Avengers II,Service E,Medium,Medium,High,Closed,High,2025-04-05T04:02:34.000000,Saturday,2025-04-05T10:02:34.000000,2025-04-06T06:02:34.000000,4
CHG-0000268,Deploy new release of core banking application,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service E,High,High,High,Closed,High,2025-04-05T05:21:57.000000,Saturday,2025-04-05T08:21:57.000000,2025-04-06T10:21:57.000000,0
CHG-0000269,Configure new high-availability cluster for database,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,High,Low,Low,Closed,Medium,2025-04-05T21:11:50.000000,Saturday,2025-04-06T01:11:50.000000,2025-04-06T21:11:50.000000,4
CHG-0000270,Introduce new email disclaimer for outgoing messages,Complaint,John Wick,John Wick,Matrix,Service C,Low,Low,Medium,Closed,High,2025-04-05T18:06:30.000000,Saturday,2025-04-05T22:06:30.000000,2025-04-07T04:06:30.000000,5
CHG-0000271,Enable multi-factor authentication for VPN users,Complaint,Loki,Loki,Avengers,Service D,High,Medium,High,Closed,Medium,2025-04-06T06:35:03.000000,Sunday,2025-04-06T11:35:03.000000,2025-04-07T18:35:03.000000,1
CHG-0000272,Increase disk space allocation on application server,Software,Captain Marvel,Captain Marvel,Avengers II,Service D,Medium,High,Low,Closed,Medium,2025-04-06T17:17:27.000000,Sunday,2025-04-07T01:17:27.000000,2025-04-07T16:17:27.000000,5
CHG-0000273,Deploy new version of endpoint management agent,Hardware,Spiderman,Spiderman,Avengers II,Service E,High,Low,Low,Closed,Critical,2025-04-06T23:10:49.000000,Sunday,2025-04-07T04:10:49.000000,2025-04-07T16:10:49.000000,1
CHG-0000274,Enable encryption at rest for database storage,Software,Doctor Strange,Doctor Strange,Avengers II,Service D,Low,Medium,Low,Closed,High,2025-04-06T23:14:46.000000,Sunday,2025-04-07T05:14:46.000000,2025-04-08T06:14:46.000000,1
CHG-0000275,Update configuration for single sign-on integration,Failure,Spiderman,Spiderman,Avengers II,Service B,Medium,Low,Medium,Closed,High,2025-04-07T09:53:39.000000,Monday,2025-04-07T16:53:39.000000,2025-04-08T01:53:39.000000,5
CHG-0000276,Reconfigure backup schedule for critical databases,Access,Captain America,Captain America,Avengers,Service C,Medium,Medium,High,Closed,Medium,2025-04-07T16:50:46.000000,Monday,2025-04-08T00:50:46.000000,2025-04-09T03:50:46.000000,1
CHG-0000277,Implement new proxy configuration for internet access,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service D,Medium,High,High,Closed,Low,2025-04-08T06:06:24.000000,Tuesday,2025-04-08T11:06:24.000000,2025-04-09T16:06:24.000000,5
CHG-0000278,Implement new software deployment package for endpoints,Access,John Wick,John Wick,Matrix,Service D,Medium,High,Medium,Closed,High,2025-04-08T11:33:16.000000,Tuesday,2025-04-08T16:33:16.000000,2025-04-09T14:33:16.000000,2
CHG-0000279,Update configuration for single sign-on integration,Data,Spiderman,Spiderman,Avengers II,Service D,High,High,Low,Closed,Low,2025-04-09T14:03:01.000000,Wednesday,2025-04-09T22:03:01.000000,2025-04-10T13:03:01.000000,4
CHG-0000280,Deploy new configuration for password self-service portal,Software,Hulk,Hulk,Avengers,Service C,High,High,High,Closed,Medium,2025-04-09T22:59:27.000000,Wednesday,2025-04-10T05:59:27.000000,2025-04-10T08:59:27.000000,0
CHG-0000281,Modify service account permissions for application,Facilities,Iron Man,Iron Man,Avengers,Service C,Low,Medium,Medium,Closed,Low,2025-04-09T09:56:42.000000,Wednesday,2025-04-09T12:56:42.000000,2025-04-09T18:56:42.000000,4
CHG-0000282,Update API gateway rules for new service endpoints,Facilities,Hulk,Hulk,Avengers,Service C,High,Medium,Medium,On Hold,High,2025-04-10T22:06:07.000000,Thursday,,,2
CHG-0000283,Change email gateway configuration for spam filtering,Access,Batman,Batman,Matrix,Service A,High,High,Low,Closed,High,2025-04-10T20:39:40.000000,Thursday,2025-04-10T22:39:40.000000,2025-04-12T05:39:40.000000,4
CHG-0000284,Implement role-based access control for application,Complaint,Captain America,Captain America,Avengers,Service B,Medium,Low,Low,Closed,High,2025-04-11T03:47:48.000000,Friday,2025-04-11T09:47:48.000000,2025-04-12T18:47:48.000000,1
CHG-0000285,Increase disk space allocation on application server,Software,Loki,Loki,Avengers,Service C,Medium,Low,Low,Closed,Medium,2025-04-12T05:24:40.000000,Saturday,2025-04-12T09:24:40.000000,2025-04-12T23:24:40.000000,4
CHG-0000286,Change scheduled job timing for batch processing,Failure,Hulk,Hulk,Avengers,Service E,Low,High,Low,Closed,Medium,2025-04-12T23:24:52.000000,Saturday,2025-04-13T03:24:52.000000,2025-04-13T06:24:52.000000,3
CHG-0000287,Modify VPN access policy for remote employees,Complaint,Spiderman,Spiderman,Avengers II,Service E,Medium,High,Low,Closed,High,2025-04-12T04:48:35.000000,Saturday,2025-04-12T09:48:35.000000,2025-04-13T16:48:35.000000,5
CHG-0000288,Decommission obsolete virtual machines,Hardware,John Cena,John Cena,Matrix,Service C,Low,Medium,Low,Closed,High,2025-04-13T07:19:51.000000,Sunday,2025-04-13T14:19:51.000000,2025-04-14T16:19:51.000000,3
CHG-0000289,Migrate application from test to production environment,Software,Doctor Strange,Doctor Strange,Avengers II,Service E,High,Medium,Low,Closed,Medium,2025-04-14T06:02:40.000000,Monday,2025-04-14T12:02:40.000000,2025-04-14T22:02:40.000000,1
CHG-0000290,Migrate user mailboxes to new email platform,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Low,Medium,Medium,On Hold,Medium,2025-04-14T08:47:02.000000,Monday,,,5
CHG-0000291,Migrate application from test to production environment,Software,Thor,Thor,Avengers,Service E,Medium,Low,Low,Closed,High,2025-04-14T15:00:57.000000,Monday,2025-04-14T19:00:57.000000,2025-04-15T20:00:57.000000,4
CHG-0000292,Implement new retention policy for log data,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,High,Low,High,Closed,High,2025-04-14T10:02:31.000000,Monday,2025-04-14T16:02:31.000000,2025-04-15T10:02:31.000000,2
CHG-0000293,Change load balancer configuration for improved failover,Facilities,Captain America,Captain America,Avengers,Service D,Medium,High,High,Closed,Medium,2025-04-14T12:32:06.000000,Monday,2025-04-14T20:32:06.000000,2025-04-15T18:32:06.000000,3
CHG-0000294,Add new subnet to internal network for project team,Hardware,Hulk,Hulk,Avengers,Service D,High,Medium,High,Closed,Medium,2025-04-15T21:45:46.000000,Tuesday,2025-04-16T02:45:46.000000,2025-04-16T20:45:46.000000,1
CHG-0000295,Update API gateway rules for new service endpoints,Facilities,John Cena,John Cena,Matrix,Service A,High,High,High,In Progress,Critical,2025-04-16T06:43:25.000000,Wednesday,2025-04-16T14:43:25.000000,,0
CHG-0000296,Reconfigure application timeout settings,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service E,Medium,High,Medium,Closed,Medium,2025-04-16T19:38:01.000000,Wednesday,2025-04-17T00:38:01.000000,2025-04-17T12:38:01.000000,1
CHG-0000297,Upgrade virtualization platform to latest version,Software,Loki,Loki,Avengers,Service B,Medium,Low,Low,Closed,High,2025-04-16T05:13:53.000000,Wednesday,2025-04-16T10:13:53.000000,2025-04-17T09:13:53.000000,4
CHG-0000298,Change email gateway configuration for spam filtering,Network,Captain Marvel,Captain Marvel,Avengers II,Service D,Low,Medium,High,In Progress,Medium,2025-04-16T23:07:54.000000,Wednesday,2025-04-17T01:07:54.000000,,4
CHG-0000299,Apply configuration changes to intrusion detection system,Failure,Neo,Neo,Matrix,Service B,Low,Medium,High,Closed,Low,2025-04-17T11:54:36.000000,Thursday,2025-04-17T15:54:36.000000,2025-04-18T09:54:36.000000,5
CHG-0000300,Add new subnet to internal network for project team,Software,Captain America,Captain America,Avengers,Service D,Medium,Medium,Medium,Closed,High,2025-04-17T19:13:53.000000,Thursday,2025-04-17T22:13:53.000000,2025-04-18T08:13:53.000000,1
CHG-0000301,Implement new access roles in identity management system,Data,Thor,Thor,Avengers,Service A,High,Low,High,Closed,Medium,2025-04-17T07:20:46.000000,Thursday,2025-04-17T13:20:46.000000,2025-04-17T23:20:46.000000,5
CHG-0000302,Implement new retention policy for log data,Facilities,Spiderman,Spiderman,Avengers II,Service A,High,High,Medium,In Progress,Medium,2025-04-17T06:50:03.000000,Thursday,2025-04-17T08:50:03.000000,,4
CHG-0000303,Update SSL/TLS certificates on web servers,Failure,Spiderman,Spiderman,Avengers II,Service D,Low,Low,Low,Closed,Medium,2025-04-18T03:33:30.000000,Friday,2025-04-18T07:33:30.000000,2025-04-18T11:33:30.000000,1
CHG-0000304,Update configuration for single sign-on integration,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,Low,High,High,Closed,High,2025-04-19T17:58:10.000000,Saturday,2025-04-19T23:58:10.000000,2025-04-20T17:58:10.000000,4
CHG-0000305,Deploy new release of core banking application,Access,Thor,Thor,Avengers,Service E,Medium,Medium,High,New,Medium,2025-04-20T23:57:47.000000,Sunday,,,0
CHG-0000306,Replace legacy file server with new storage system,Software,Spiderman,Spiderman,Avengers II,Service C,Low,High,High,On Hold,Medium,2025-04-20T06:03:24.000000,Sunday,,,3
CHG-0000307,Migrate application from test to production environment,Network,Jack Sparrow,Jack Sparrow,Matrix,Service D,Low,High,High,Closed,Medium,2025-04-21T10:32:40.000000,Monday,2025-04-21T13:32:40.000000,2025-04-22T10:32:40.000000,5
CHG-0000308,Migrate user mailboxes to new email platform,Network,Thor,Thor,Avengers,Service E,Low,Low,Medium,New,Critical,2025-04-21T15:45:35.000000,Monday,,,3
CHG-0000309,Update network share permissions for project folder,Complaint,Shang Chi,Shang Chi,Avengers II,Service D,High,Medium,High,Closed,Medium,2025-04-21T07:17:38.000000,Monday,2025-04-21T10:17:38.000000,2025-04-21T17:17:38.000000,0
CHG-0000310,Deploy hotfix for production application issue,Facilities,Spiderman,Spiderman,Avengers II,Service D,Low,Low,Medium,Closed,High,2025-04-21T10:51:01.000000,Monday,2025-04-21T12:51:01.000000,2025-04-22T16:51:01.000000,4
CHG-0000311,Upgrade virtualization platform to latest version,Data,Neo,Neo,Matrix,Service D,Low,High,Low,New,Low,2025-04-22T17:36:23.000000,Tuesday,,,1
CHG-0000312,Change DHCP scope settings for office network,Software,Hulk,Hulk,Avengers,Service D,Medium,High,Low,Closed,High,2025-04-22T00:39:01.000000,Tuesday,2025-04-22T05:39:01.000000,2025-04-22T08:39:01.000000,1
CHG-0000313,Change print server configuration for new printers,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Medium,Medium,Low,New,High,2025-04-22T20:13:40.000000,Tuesday,,,2
CHG-0000314,Update DNS records for application hostname change,Facilities,Batman,Batman,Matrix,Service B,High,Low,Medium,Closed,Medium,2025-04-22T22:30:23.000000,Tuesday,2025-04-23T01:30:23.000000,2025-04-24T05:30:23.000000,3
CHG-0000315,Configure new SFTP connection to external partner,Complaint,Thor,Thor,Avengers,Service D,Low,Low,Low,New,High,2025-04-22T18:39:29.000000,Tuesday,,,0
CHG-0000316,Enable encryption at rest for database storage,Data,Batman,Batman,Matrix,Service B,High,Medium,Medium,Closed,High,2025-04-23T21:10:03.000000,Wednesday,2025-04-24T03:10:03.000000,2025-04-25T09:10:03.000000,1
CHG-0000317,Update DNS records for application hostname change,Data,Neo,Neo,Matrix,Service A,Medium,Medium,Medium,Closed,High,2025-04-23T06:51:48.000000,Wednesday,2025-04-23T12:51:48.000000,2025-04-23T23:51:48.000000,4
CHG-0000318,Implement new software deployment package for endpoints,Data,Batman,Batman,Matrix,Service D,Medium,Medium,Low,Closed,High,2025-04-23T17:47:20.000000,Wednesday,2025-04-23T23:47:20.000000,2025-04-24T05:47:20.000000,5
CHG-0000319,Deploy new version of endpoint management agent,Failure,Thor,Thor,Avengers,Service C,High,High,Low,On Hold,High,2025-04-23T22:44:00.000000,Wednesday,,,3
CHG-0000320,Deploy new version of endpoint management agent,Failure,Iron Man,Iron Man,Avengers,Service B,Medium,Medium,Medium,Closed,Critical,2025-04-23T23:02:01.000000,Wednesday,2025-04-24T04:02:01.000000,2025-04-24T21:02:01.000000,5
CHG-0000321,Deploy hotfix for production application issue,Failure,Captain America,Captain America,Avengers,Service C,High,Medium,Medium,Closed,Low,2025-04-24T16:28:45.000000,Thursday,2025-04-24T21:28:45.000000,2025-04-25T05:28:45.000000,5
CHG-0000322,Change load balancer configuration for improved failover,Access,Captain America,Captain America,Avengers,Service E,High,Medium,Low,Closed,Medium,2025-04-24T06:31:32.000000,Thursday,2025-04-24T10:31:32.000000,2025-04-25T14:31:32.000000,3
CHG-0000323,Update DNS records for application hostname change,Software,Iron Man,Iron Man,Avengers,Service B,Medium,High,Medium,Closed,Critical,2025-04-24T07:31:26.000000,Thursday,2025-04-24T12:31:26.000000,2025-04-25T13:31:26.000000,5
CHG-0000324,Adjust CPU and memory resources for virtual servers,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,Low,High,Closed,Medium,2025-04-25T01:47:10.000000,Friday,2025-04-25T03:47:10.000000,2025-04-26T13:47:10.000000,4
CHG-0000325,Deploy new version of mobile banking API,Hardware,John Wick,John Wick,Matrix,Service B,Low,Medium,High,Closed,Medium,2025-04-25T18:19:50.000000,Friday,2025-04-26T00:19:50.000000,2025-04-26T04:19:50.000000,5
CHG-0000326,Change DHCP scope settings for office network,Access,Neo,Neo,Matrix,Service D,Low,Low,Medium,Closed,Low,2025-04-25T21:52:33.000000,Friday,2025-04-26T05:52:33.000000,2025-04-26T11:52:33.000000,2
CHG-0000327,Change scheduled job timing for batch processing,Complaint,Captain America,Captain America,Avengers,Service B,Medium,Low,Low,Closed,Medium,2025-04-26T07:03:33.000000,Saturday,2025-04-26T14:03:33.000000,2025-04-27T04:03:33.000000,2
CHG-0000328,Reconfigure backup schedule for critical databases,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,High,Low,Medium,Closed,Critical,2025-04-26T10:12:50.000000,Saturday,2025-04-26T17:12:50.000000,2025-04-27T08:12:50.000000,5
CHG-0000329,Deploy updated configuration for network switches,Network,Captain Marvel,Captain Marvel,Avengers II,Service E,Low,Low,Medium,Closed,High,2025-04-26T09:44:45.000000,Saturday,2025-04-26T16:44:45.000000,2025-04-27T17:44:45.000000,0
CHG-0000330,Change email gateway configuration for spam filtering,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,High,Low,Low,Closed,Medium,2025-04-27T19:45:25.000000,Sunday,2025-04-27T23:45:25.000000,2025-04-28T02:45:25.000000,1
CHG-0000331,Configure new SFTP connection to external partner,Access,Spiderman,Spiderman,Avengers II,Service D,Medium,Medium,Medium,Closed,Critical,2025-04-27T11:52:29.000000,Sunday,2025-04-27T13:52:29.000000,2025-04-27T23:52:29.000000,2
CHG-0000332,Migrate user mailboxes to new email platform,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,High,Low,Medium,Closed,Medium,2025-04-28T06:38:26.000000,Monday,2025-04-28T11:38:26.000000,2025-04-29T11:38:26.000000,5
CHG-0000333,Change print server configuration for new printers,Failure,Doctor Strange,Doctor Strange,Avengers II,Service D,High,Medium,High,Closed,High,2025-04-28T04:26:30.000000,Monday,2025-04-28T07:26:30.000000,2025-04-28T13:26:30.000000,0
CHG-0000334,Reconfigure backup schedule for critical databases,Software,Captain America,Captain America,Avengers,Service E,Low,Medium,Low,In Progress,Critical,2025-04-29T11:07:19.000000,Tuesday,2025-04-29T17:07:19.000000,,2
CHG-0000335,Adjust CPU and memory resources for virtual servers,Software,Doctor Strange,Doctor Strange,Avengers II,Service A,Medium,High,Medium,New,Medium,2025-04-29T04:44:28.000000,Tuesday,,,1
CHG-0000336,Modify VPN access policy for remote employees,Network,Shang Chi,Shang Chi,Avengers II,Service B,Low,Medium,Low,Closed,High,2025-04-29T13:24:41.000000,Tuesday,2025-04-29T17:24:41.000000,2025-04-30T01:24:41.000000,1
CHG-0000337,Add new subnet to internal network for project team,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,Low,Medium,Closed,Low,2025-04-30T07:59:10.000000,Wednesday,2025-04-30T14:59:10.000000,2025-05-01T04:59:10.000000,4
CHG-0000338,Migrate user mailboxes to new email platform,Hardware,Spiderman,Spiderman,Avengers II,Service D,Medium,Medium,Low,Closed,Medium,2025-04-30T13:41:24.000000,Wednesday,2025-04-30T17:41:24.000000,2025-05-01T16:41:24.000000,3
CHG-0000339,Upgrade operating system on middleware servers,Failure,Loki,Loki,Avengers,Service D,High,High,High,Closed,High,2025-04-30T05:24:43.000000,Wednesday,2025-04-30T13:24:43.000000,2025-05-01T05:24:43.000000,1
CHG-0000340,Introduce new logging and monitoring rules for servers,Network,Iron Man,Iron Man,Avengers,Service C,Low,Medium,Low,Closed,Low,2025-04-30T11:45:23.000000,Wednesday,2025-04-30T17:45:23.000000,2025-05-01T01:45:23.000000,1
CHG-0000341,Upgrade database server to latest minor version,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Low,Low,Low,Closed,Critical,2025-05-01T06:33:54.000000,Thursday,2025-05-01T08:33:54.000000,2025-05-02T16:33:54.000000,5
CHG-0000342,Migrate user mailboxes to new email platform,Complaint,Hulk,Hulk,Avengers,Service C,Medium,High,High,Closed,Medium,2025-05-02T22:35:32.000000,Friday,2025-05-03T03:35:32.000000,2025-05-03T19:35:32.000000,3
CHG-0000343,Reconfigure service monitoring checks for new URLs,Access,Shang Chi,Shang Chi,Avengers II,Service D,Low,Medium,Medium,Closed,Medium,2025-05-02T12:56:17.000000,Friday,2025-05-02T19:56:17.000000,2025-05-03T14:56:17.000000,4
CHG-0000344,Change email gateway configuration for spam filtering,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Medium,Medium,High,Closed,Low,2025-05-02T13:08:24.000000,Friday,2025-05-02T15:08:24.000000,2025-05-04T03:08:24.000000,4
CHG-0000345,Introduce new logging and monitoring rules for servers,Complaint,Iron Man,Iron Man,Avengers,Service A,High,High,Medium,Closed,Medium,2025-05-02T21:48:37.000000,Friday,2025-05-02T23:48:37.000000,2025-05-04T01:48:37.000000,0
CHG-0000346,Change network routing for branch office connectivity,Failure,Captain America,Captain America,Avengers,Service B,Medium,Medium,Medium,Closed,High,2025-05-03T14:40:44.000000,Saturday,2025-05-03T18:40:44.000000,2025-05-04T13:40:44.000000,1
CHG-0000347,Change load balancer configuration for improved failover,Network,Shang Chi,Shang Chi,Avengers II,Service A,Low,High,High,Closed,High,2025-05-03T02:32:21.000000,Saturday,2025-05-03T07:32:21.000000,2025-05-04T11:32:21.000000,3
CHG-0000348,Implement new password policy across domain,Software,Doctor Strange,Doctor Strange,Avengers II,Service D,High,Low,Medium,Closed,Low,2025-05-04T16:36:06.000000,Sunday,2025-05-05T00:36:06.000000,2025-05-06T06:36:06.000000,0
CHG-0000349,Deploy new version of endpoint management agent,Network,Neo,Neo,Matrix,Service E,High,Medium,High,Closed,Medium,2025-05-04T00:59:27.000000,Sunday,2025-05-04T08:59:27.000000,2025-05-05T12:59:27.000000,1
CHG-0000350,Apply monthly security patches to production servers,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,High,High,Low,Closed,Medium,2025-05-04T23:54:53.000000,Sunday,2025-05-05T04:54:53.000000,2025-05-05T12:54:53.000000,0
CHG-0000351,Change time synchronization settings for servers,Hardware,Captain America,Captain America,Avengers,Service A,Low,High,Low,Closed,High,2025-05-04T08:38:32.000000,Sunday,2025-05-04T13:38:32.000000,2025-05-05T06:38:32.000000,5
CHG-0000352,Introduce new logging and monitoring rules for servers,Facilities,Loki,Loki,Avengers,Service D,Medium,Low,High,Closed,High,2025-05-05T04:07:50.000000,Monday,2025-05-05T12:07:50.000000,2025-05-06T01:07:50.000000,1
CHG-0000353,Reconfigure application timeout settings,Software,Hulk,Hulk,Avengers,Service B,High,Medium,Medium,Closed,Medium,2025-05-05T07:02:17.000000,Monday,2025-05-05T14:02:17.000000,2025-05-05T20:02:17.000000,1
CHG-0000354,Change print server configuration for new printers,Access,Captain Marvel,Captain Marvel,Avengers II,Service E,High,Medium,Low,Closed,Medium,2025-05-05T07:36:36.000000,Monday,2025-05-05T11:36:36.000000,2025-05-06T13:36:36.000000,1
CHG-0000355,Modify service account permissions for application,Hardware,Hulk,Hulk,Avengers,Service D,Medium,High,High,Closed,Medium,2025-05-05T08:44:55.000000,Monday,2025-05-05T15:44:55.000000,2025-05-06T00:44:55.000000,2
CHG-0000356,Modify VPN access policy for remote employees,Access,Neo,Neo,Matrix,Service B,High,Medium,Low,Closed,High,2025-05-06T20:48:54.000000,Tuesday,2025-05-07T00:48:54.000000,2025-05-08T04:48:54.000000,4
CHG-0000357,Adjust CPU and memory resources for virtual servers,Hardware,Batman,Batman,Matrix,Service D,Low,High,Medium,Closed,Medium,2025-05-06T11:48:04.000000,Tuesday,2025-05-06T15:48:04.000000,2025-05-08T00:48:04.000000,4
CHG-0000358,Configure new SFTP connection to external partner,Data,Neo,Neo,Matrix,Service E,Low,Medium,High,New,Medium,2025-05-06T23:38:21.000000,Tuesday,,,5
CHG-0000359,Modify service account permissions for application,Facilities,Thor,Thor,Avengers,Service A,Medium,High,High,Closed,Medium,2025-05-06T21:56:29.000000,Tuesday,2025-05-06T23:56:29.000000,2025-05-07T08:56:29.000000,1
CHG-0000360,Deploy new version of mobile banking API,Hardware,Iron Man,Iron Man,Avengers,Service A,Medium,Low,High,Closed,Medium,2025-05-06T13:14:53.000000,Tuesday,2025-05-06T19:14:53.000000,2025-05-07T02:14:53.000000,4
